objectArea,channel1_MeanIntensity,channel2_MeanIntensity,channel1_MeanBackgroundIntensity,channel2_MeanBackgroundIntensity,channel1_IntegratedIntensityAboveBackground,channel2_IntegratedIntensityAboveBackground,ratio_1_over_2,xPosition,yPosition,Var11_1,FileName,Condition
288,0.5706,0.8965,0.0414,0.0424,152.3988,245.9633,0.6196,244.6979,1470.1493,,L1-1_066,L1-1
123,0.5119,0.6807,0.0414,0.0424,57.8728,78.5107,0.7371,660.3171,529.6423,,L1-1_066,L1-1
379,0.5735,1.0364,0.0414,0.0424,201.6746,376.7095,0.5354,1733.6649,1471.5172,,L1-1_066,L1-1
238,0.4464,0.8407,0.0414,0.0424,96.3838,189.9906,0.5073,1963.8782,1129.3739,,L1-1_066,L1-1
432,0.9023,0.9434,0.0387,0.0432,373.0478,388.9175,0.9592,160.8565,447.6157,,L1-1_067,L1-1
438,1.777,2.6544,0.0387,0.0432,761.3649,1143.7286,0.6657,1285.968,1507.9977,,L1-1_067,L1-1
399,1.2863,1.6364,0.0387,0.0432,497.7752,635.7077,0.783,1492.8722,792.6316,,L1-1_067,L1-1
114,0.511,0.7317,0.0387,0.0432,53.8394,78.4875,0.686,1967,792.5,,L1-1_067,L1-1
574,3.5463,5.607,0.0404,0.0475,2012.4175,3191.1782,0.6306,128.6951,1763.0645,,L1-1_068,L1-1
350,1.0801,1.5292,0.0404,0.0475,363.8994,518.6156,0.7017,1013.9114,1399.8314,,L1-1_068,L1-1
551,1.2286,1.5687,0.0404,0.0475,654.7385,838.2047,0.7811,1304.637,615.441,,L1-1_068,L1-1
81,0.8023,1.2339,0.0385,0.0466,61.863,96.1723,0.6433,166,1593,,L1-1_069,L1-1
368,1.1103,1.1587,0.0385,0.0466,394.4113,409.2719,0.9637,292.2337,290.4973,,L1-1_069,L1-1
429,1.3342,1.4296,0.0385,0.0466,555.8451,593.3053,0.9369,664.8625,572.5571,,L1-1_069,L1-1
383,1.8381,2.3591,0.0385,0.0466,689.2356,885.7067,0.7782,1620.0522,624.7128,,L1-1_069,L1-1
319,1.9993,3.1078,0.0385,0.0466,625.4978,976.5389,0.6405,1701.326,792.1129,,L1-1_069,L1-1
587,2.9582,4.3127,0.0414,0.0508,1712.1549,2501.7356,0.6844,215.586,1515.7973,,L1-1_070,L1-1
111,0.9847,1.3241,0.0414,0.0508,104.7116,141.3349,0.7409,225.6577,1195.8198,,L1-1_070,L1-1
344,4.7721,7.9227,0.0414,0.0508,1627.3808,2707.9235,0.601,259.6831,1208.4826,,L1-1_070,L1-1
501,3.307,3.9612,0.0414,0.0508,1636.0669,1959.1059,0.8351,1632.8543,656.1397,,L1-1_070,L1-1
175,0.8296,1.2467,0.0407,0.0436,138.0633,210.549,0.6557,243.5371,1302.3657,,L1-1_071,L1-1
128,0.7772,1.3074,0.0407,0.0436,94.2716,161.777,0.5827,570.9766,1652.5859,,L1-1_071,L1-1
364,1.1346,1.2868,0.0407,0.0436,398.1863,452.5479,0.8799,907.1264,420.2555,,L1-1_071,L1-1
411,1.828,1.9007,0.0407,0.0436,734.573,763.2669,0.9624,1116.6399,222.472,,L1-1_071,L1-1
343,1.2286,1.3818,0.0407,0.0436,407.4605,459.0069,0.8877,2006.6851,489.656,,L1-1_071,L1-1
401,8.0533,10.1264,0.0385,0.038,3213.9564,4045.4378,0.7945,641.212,1051.2045,,L1-1_072,L1-1
668,6.2201,10.1666,0.0385,0.038,4129.3095,6765.9033,0.6103,1058.4281,1515.3937,,L1-1_072,L1-1
81,2.44,2.8925,0.0385,0.038,194.5188,231.213,0.8413,1554,1873,,L1-1_072,L1-1
313,2.933,3.6709,0.0385,0.038,905.9879,1137.1051,0.7967,1597.2364,377.1565,,L1-1_072,L1-1
263,1.4746,1.8356,0.0395,0.044,377.4283,471.1804,0.801,43.4144,1295.4829,,L1-1_073,L1-1
81,1.3307,1.9,0.0395,0.044,104.5845,150.333,0.6957,720,1292,,L1-1_073,L1-1
226,1.421,1.7373,0.0395,0.044,312.2046,382.677,0.8158,1203.6726,345.177,,L1-1_073,L1-1
371,2.0197,2.8541,0.0395,0.044,734.6442,1042.5329,0.7047,1306.1051,800.1456,,L1-1_073,L1-1
221,1.2376,1.8725,0.0395,0.044,264.7708,404.0848,0.6552,1655.6923,1109.9548,,L1-1_073,L1-1
465,1.7061,2.0259,0.0395,0.044,774.9662,921.5846,0.8409,1781.2667,1917.9785,,L1-1_073,L1-1
92,1.53,1.5571,0.0395,0.044,137.1234,139.2015,0.9851,1812.5,26,,L1-1_073,L1-1
345,0.8873,1.4047,0.0413,0.047,291.8655,468.4098,0.6231,333.7304,1685.4406,,L1-1_074,L1-1
583,1.4061,1.4005,0.0413,0.047,795.6902,789.0789,1.0084,574.7616,592.8319,,L1-1_074,L1-1
162,0.7965,1.2841,0.0413,0.047,122.3413,200.4001,0.6105,1097.216,782.1605,,L1-1_074,L1-1
270,0.9919,1.3677,0.0413,0.047,256.6589,356.5867,0.7198,1664.1593,1040.8481,,L1-1_074,L1-1
249,1.0627,1.2729,0.0413,0.047,254.3279,305.2439,0.8332,1755.2651,754.7229,,L1-1_074,L1-1
81,1.038,1.7658,0.0396,0.0489,80.8665,139.0641,0.5815,229,1195,,Y1_075,Y1
177,1.1658,1.5926,0.0396,0.0489,199.3313,273.2232,0.7296,670.0508,363.0395,,Y1_075,Y1
335,1.7706,3.4432,0.0396,0.0489,579.8737,1137.0892,0.51,958.3373,1974.6955,,Y1_075,Y1
146,1.0151,1.5043,0.0396,0.0489,142.4195,212.4905,0.6702,1033.5,1429.5,,Y1_075,Y1
234,1.0821,2.1032,0.0396,0.0489,243.9444,480.7126,0.5075,1375.2863,1247.2863,,Y1_075,Y1
289,1.4637,1.8518,0.0396,0.0489,411.5636,521.0394,0.7899,1422.8512,1145.045,,Y1_075,Y1
284,1.075,1.7291,0.0396,0.0489,294.0308,477.1751,0.6162,1673.0704,1278.9366,,Y1_075,Y1
151,1.3514,1.5188,0.0396,0.0489,198.0684,221.9573,0.8924,1746.2848,350.8675,,Y1_075,Y1
235,1.0414,1.605,0.0426,0.0464,234.712,366.2694,0.6408,300.4766,1662.0255,,Y1_076,Y1
155,0.9677,1.2768,0.0426,0.0464,143.3869,190.7012,0.7519,376,317,,Y1_076,Y1
105,1.0239,1.2574,0.0426,0.0464,103.0423,127.1521,0.8104,606.4476,402.0095,,Y1_076,Y1
218,1.0885,1.2912,0.0426,0.0464,228.0107,271.3683,0.8402,813.2798,292.1606,,Y1_076,Y1
245,1.0429,1.6682,0.0426,0.0464,245.0789,397.333,0.6168,853.4816,1743.1755,,Y1_076,Y1
142,0.9104,1.4431,0.0426,0.0464,123.2329,198.323,0.6214,1359.5,1268,,Y1_076,Y1
207,1.4765,1.2923,0.0426,0.0464,296.8203,257.8895,1.151,1545.2367,643.0483,,Y1_076,Y1
297,1.0214,1.5997,0.0426,0.0464,290.7164,461.3312,0.6302,1678.2694,1622.3535,,Y1_076,Y1
125,0.8416,1.1942,0.0411,0.0437,100.0594,143.8186,0.6957,92,1177,,Y1_078,Y1
92,0.9328,1.3132,0.0411,0.0437,82.0329,116.8015,0.7023,339.5,1300,,Y1_078,Y1
392,1.6348,2.3676,0.0411,0.0437,624.732,910.9817,0.6858,792.8929,947.3724,,Y1_078,Y1
312,1.8953,2.4513,0.0411,0.0437,578.5076,751.1886,0.7701,884.6667,1347.9776,,Y1_078,Y1
336,1.3529,1.8437,0.0411,0.0437,440.7813,604.8172,0.7288,1106.2708,632.3065,,Y1_078,Y1
150,0.9588,1.2251,0.0411,0.0437,137.6623,177.22,0.7768,1830.1733,1259.34,,Y1_078,Y1
284,2.2674,2.3418,0.0401,0.0457,632.5467,652.0958,0.97,492.581,1801.7359,,Y1_079,Y1
253,2.0316,3.1716,0.0401,0.0457,503.8354,790.8449,0.6371,868.2767,906,,Y1_079,Y1
312,1.6981,2.194,0.0401,0.0457,517.2794,670.2571,0.7718,925.5577,691.016,,Y1_079,Y1
328,2.1953,2.9515,0.0401,0.0457,706.8898,953.0874,0.7417,1031.1006,613.4848,,Y1_079,Y1
465,2.5262,3.8781,0.0401,0.0457,1156.0332,1782.0692,0.6487,1123.8452,1632.7226,,Y1_079,Y1
140,1.8048,3.2753,0.0366,0.0434,247.5431,452.4679,0.5471,58.3286,1705.3286,,Y1_080,Y1
212,2.079,4.065,0.0366,0.0434,432.9847,852.5807,0.5079,72.7783,1672.1557,,Y1_080,Y1
134,1.8224,3.6915,0.0366,0.0434,239.2931,488.8415,0.4895,72,1697.5,,Y1_080,Y1
494,3.2296,3.5423,0.0366,0.0434,1577.3328,1728.4455,0.9126,299.7004,953.0911,,Y1_080,Y1
291,2.0965,2.5162,0.0366,0.0434,599.4329,719.5999,0.833,783.0619,788.1924,,Y1_080,Y1
161,1.8377,3.0287,0.0366,0.0434,289.9632,480.6422,0.6033,1320.5093,1519.6025,,Y1_080,Y1
459,2.66,3.6801,0.0422,0.0532,1201.5651,1664.7093,0.7218,211.5251,850.0305,,Y1_081,Y1
425,1.8442,2.8861,0.0422,0.0532,765.8534,1203.9689,0.6361,1096.0824,1252.6965,,Y1_081,Y1
451,1.4354,1.614,0.0422,0.0532,628.3706,703.9221,0.8927,1729.5166,522.98,,Y1_081,Y1
130,0.9151,1.4005,0.0422,0.0532,113.478,175.1421,0.6479,1931.1385,1309.6385,,Y1_081,Y1
287,4.4478,3.8467,0.046,0.0506,1263.3122,1089.4764,1.1596,214.7387,790.9582,,Y1_082,Y1
251,3.2436,3.3814,0.046,0.0506,802.5819,836.0152,0.96,324.4143,821.1673,,Y1_082,Y1
262,4.4025,4.3993,0.046,0.0506,1141.4062,1139.3574,1.0018,483.0534,1926.4656,,Y1_082,Y1
110,3.2319,3.9598,0.046,0.0506,350.4486,430.014,0.815,528.1909,1729.2909,,Y1_082,Y1
279,5.9307,3.6918,0.046,0.0506,1641.8263,1015.8942,1.6161,585.3728,841.9176,,Y1_082,Y1
140,3.2712,3.0251,0.046,0.0506,451.529,416.4218,1.0843,646.5286,1929.8286,,Y1_082,Y1
165,3.5206,3.0902,0.046,0.0506,573.3067,501.5381,1.1431,1597.897,251.5212,,Y1_082,Y1
124,3.0772,3.2005,0.046,0.0506,375.8694,390.5908,0.9623,1686.8387,1275.1613,,Y1_082,Y1
213,2.2031,1.72,0.0384,0.0455,461.0968,356.6733,1.2928,106.8075,1757.9249,,Y1_083,Y1
295,2.8039,2.7539,0.0384,0.0455,815.8216,798.9853,1.0211,991.7559,683.1695,,Y1_083,Y1
114,1.8499,1.9693,0.0384,0.0455,206.51,219.3114,0.9416,1463.5,1029,,Y1_083,Y1
425,2.4439,1.9305,0.0384,0.0455,1022.3584,801.1166,1.2762,1508.4494,121.6706,,Y1_083,Y1
549,3.7982,4.5019,0.0384,0.0455,2064.1768,2446.5896,0.8437,1951.9217,1700.0437,,Y1_083,Y1
307,0.8789,1.1052,0.0401,0.0444,257.49,325.6631,0.7907,293.8046,665.5603,,W1_084,W1
588,1.3183,1.9135,0.0401,0.0444,751.5773,1099.0465,0.6838,1248.2228,917.0527,,W1_084,W1
241,0.7522,1.6684,0.0401,0.0444,171.6138,391.3818,0.4385,1318.8714,1726.722,,W1_084,W1
148,0.7421,1.1868,0.0401,0.0444,103.8958,169.0788,0.6145,1477.5,1163.5,,W1_084,W1
328,0.9499,1.2073,0.0401,0.0444,298.4095,381.4451,0.7823,1810.1311,146.3232,,W1_084,W1
514,2.1726,2.552,0.0435,0.0498,1094.3505,1286.1058,0.8509,631.751,508.0895,,W1_085,W1
201,1.245,1.4316,0.0435,0.0498,241.4999,277.7489,0.8695,655.1692,1580.0547,,W1_085,W1
378,2.3041,2.2487,0.0435,0.0498,854.5219,831.1981,1.0281,1369.1217,356.5159,,W1_085,W1
336,2.6678,3.9648,0.0435,0.0498,881.7643,1315.4369,0.6703,1469.8423,1407.8601,,W1_085,W1
187,0.8223,1.1666,0.0428,0.0578,145.7693,207.3431,0.703,327.1765,501.7807,,W1_086,W1
106,1.0207,1.1337,0.0428,0.0578,103.6662,114.0481,0.909,421.5,1371,,W1_086,W1
577,1.4549,1.4827,0.0428,0.0578,814.8306,822.1353,0.9911,1406.1196,692.253,,W1_086,W1
484,2.3216,3.8752,0.0428,0.0578,1102.9815,1847.6155,0.597,1568.6777,1706.4649,,W1_086,W1
103,0.76,1.3147,0.0428,0.0578,73.875,129.4616,0.5706,1725,997,,W1_086,W1
340,0.7311,1.3381,0.0439,0.0486,233.6318,438.4447,0.5329,330.75,1324.0676,,W1_087,W1
452,1.6483,2.0918,0.0439,0.0486,725.1776,923.5231,0.7852,1001.1637,372.5398,,W1_087,W1
277,1.0706,1.746,0.0439,0.0486,284.3855,470.1668,0.6049,1409.1769,850.6751,,W1_087,W1
140,0.9387,1.0035,0.0439,0.0486,125.2654,133.6839,0.937,1533.1714,749.5286,,W1_087,W1
234,1.5714,1.4597,0.0408,0.0517,358.1584,329.4689,1.0871,561.0427,974.9957,,W1_088,W1
131,1.1912,1.511,0.0408,0.0517,150.6959,191.1567,0.7883,649.4885,1635.3511,,W1_088,W1
235,1.5856,1.4455,0.0408,0.0517,363.0164,327.5361,1.1083,663.0383,793.0298,,W1_088,W1
243,1.3455,2.2044,0.0408,0.0517,317.0372,523.1005,0.6061,877.214,1500.4074,,W1_088,W1
272,2.2558,3.2795,0.0408,0.0517,602.4644,877.9487,0.6862,1234.0257,633.0735,,W1_088,W1
329,2.731,3.6119,0.0408,0.0517,885.0459,1171.3047,0.7556,1516.8875,690.3526,,W1_088,W1
184,0.9562,0.9967,0.039,0.0499,168.7605,174.1956,0.9688,186.1957,407.2283,,W2_089,W2
217,0.7664,1.1493,0.039,0.0499,157.8429,238.5519,0.6617,455.4839,1294.2258,,W2_089,W2
131,1.0173,0.9095,0.039,0.0499,128.1564,112.6038,1.1381,873.5115,250.0458,,W2_089,W2
441,1.5903,2.0456,0.039,0.0499,684.1174,880.0679,0.7773,1003.4218,903.7574,,W2_089,W2
293,0.7406,0.9965,0.039,0.0499,205.567,277.3435,0.7412,1028.9966,1417.9522,,W2_089,W2
81,0.6854,1.0353,0.039,0.0499,52.3569,79.8123,0.656,1268,1540,,W2_089,W2
104,0.8065,0.9629,0.039,0.0499,79.8182,94.9448,0.8407,1994.5,71.5,,W2_089,W2
247,2.1425,2.8583,0.0401,0.0455,519.3081,694.7702,0.7475,453.915,357.5061,,W2_090,W2
165,1.6636,3.312,0.0401,0.0455,267.885,538.9771,0.497,978.3636,1679.8485,,W2_090,W2
400,3.8411,5.4607,0.0401,0.0455,1520.4037,2166.0737,0.7019,1137.52,1046.205,,W2_090,W2
242,2.4533,2.6035,0.0401,0.0455,584.0082,619.0304,0.9434,1437.8678,195.6736,,W2_090,W2
256,1.7862,2.7199,0.0401,0.0455,446.998,684.6478,0.6529,1466.9648,1743.2812,,W2_090,W2
335,2.4496,2.9769,0.0401,0.0455,807.1993,982.0248,0.822,1499.8925,383.991,,W2_090,W2
249,0.7588,1.1738,0.0413,0.0485,178.6546,280.1937,0.6376,286.1968,1547.0201,,W2_091,W2
112,0.9504,1.0794,0.0413,0.0485,101.8185,115.4586,0.8819,740.1339,221.1786,,W2_091,W2
441,3.0031,3.2287,0.0413,0.0485,1306.1503,1402.4707,0.9313,1207.2154,85.3673,,W2_091,W2
376,0.8305,1.5402,0.0413,0.0485,296.7314,560.8665,0.5291,1236.4096,1770.7367,,W2_091,W2
125,0.7632,1.0292,0.0413,0.0485,90.2341,122.5839,0.7361,1244,971,,W2_091,W2
291,1.5061,2.5584,0.0413,0.0485,426.2656,730.3778,0.5836,1608.354,1462.5601,,W2_091,W2
315,1.5012,1.88,0.043,0.0479,459.3231,577.1046,0.7959,848.5841,288.4095,,W2_092,W2
395,2.3047,3.8038,0.043,0.0479,893.3579,1483.5779,0.6022,914.3772,1821.9722,,W2_092,W2
185,0.6479,0.8749,0.043,0.0479,111.9079,152.9986,0.7314,1558.1676,213.1081,,W2_092,W2
284,1.1529,1.2777,0.043,0.0479,315.201,349.2546,0.9025,1837.7817,439.8556,,W2_092,W2
511,4.4227,4.9361,0.041,0.0495,2239.0873,2497.0061,0.8967,605.7339,418.2485,,W2_093,W2
568,2.6683,3.5753,0.041,0.0495,1492.3109,2002.6248,0.7452,1079.8592,1569.7694,,W2_093,W2
240,2.5382,2.6602,0.041,0.0495,599.344,626.5554,0.9566,1665.8083,294.05,,W2_093,W2
266,2.7021,2.6872,0.041,0.0495,707.8631,701.6276,1.0089,1799.0489,406.8308,,W2_093,W2
277,1.5833,1.9161,0.0429,0.0524,426.6831,516.2483,0.8265,305.657,1066.6426,,W2_094,W2
328,3.5176,4.0583,0.0429,0.0524,1139.7045,1313.943,0.8674,325.4726,1119.8079,,W2_094,W2
92,1.4193,1.7522,0.0429,0.0524,126.6237,156.3809,0.8097,434,1821.5,,W2_094,W2
116,1.3797,1.8016,0.0429,0.0524,155.0672,202.8992,0.7643,793,1704.5,,W2_094,W2
202,1.4665,1.9226,0.0429,0.0524,287.5595,377.7813,0.7612,990.1535,1501.0495,,W2_094,W2
141,1.6978,1.7484,0.0429,0.0524,233.3341,239.1272,0.9758,1694.461,1141.4823,,W2_094,W2
529,3.1652,3.8902,0.0429,0.0524,1651.6799,2030.2006,0.8136,1912.7845,1038.8318,,W2_094,W2
655,1.3519,1.5205,0.0407,0.0508,858.8372,962.6598,0.8922,246.7542,588.0947,,W2_095,W2
257,0.7224,1.0521,0.0407,0.0508,175.1969,257.3248,0.6808,764.93,1143.6809,,W2_095,W2
81,0.7667,0.7511,0.0407,0.0508,58.8092,56.7267,1.0367,770,936,,W2_095,W2
437,1.2192,1.5829,0.0407,0.0508,514.9935,669.5041,0.7692,1853.2426,875.0915,,W2_095,W2
229,0.6668,1.0508,0.0404,0.0471,143.452,229.8453,0.6241,515.1834,1048.0611,,W2_096,W2
116,0.7408,0.7402,0.0404,0.0471,81.2518,80.4002,1.0106,1005,301.5,,W2_096,W2
353,1.1255,1.3316,0.0404,0.0471,383.0603,453.4345,0.8448,1315.1785,577.0028,,W2_096,W2
81,0.4279,0.7938,0.0404,0.0471,31.3906,60.479,0.519,1373,1300,,W2_096,W2
92,0.5715,0.8576,0.0404,0.0471,48.8658,74.563,0.6554,1418,894.5,,W2_096,W2
124,0.5472,0.7923,0.0404,0.0471,62.8436,92.4076,0.6801,1427.9274,908.6774,,W2_096,W2
289,1.2252,1.7598,0.0404,0.0471,342.425,494.9731,0.6918,1723.3702,877.6125,,W2_096,W2
288,2.8337,2.4706,0.0394,0.0459,804.7545,698.3237,1.1524,363.7986,976.8576,,Y2_097,Y2
497,2.4055,2.8856,0.0394,0.0459,1175.9853,1411.3198,0.8333,390.5131,988.1469,,Y2_097,Y2
520,2.8525,2.6764,0.0394,0.0459,1462.849,1367.841,1.0695,801.7942,259.0865,,Y2_097,Y2
369,2.8587,3.7059,0.0394,0.0459,1040.3254,1350.5434,0.7703,1796.084,940.7886,,Y2_097,Y2
273,1.9809,1.9433,0.0476,0.0532,527.7771,515.9922,1.0228,70.315,1658.5348,,Y2_098,Y2
170,2.4504,1.7673,0.0476,0.0532,408.4748,291.3942,1.4018,1038.0118,777.6294,,Y2_098,Y2
372,3.7168,4.3649,0.0476,0.0532,1364.9183,1603.9327,0.851,1145.7715,1288.6344,,Y2_098,Y2
480,2.1591,2.3082,0.0476,0.0532,1013.5198,1082.3767,0.9364,1566.4896,914.7396,,Y2_098,Y2
266,1.9,2.2619,0.0476,0.0532,492.7298,587.5076,0.8387,1836.4925,1968.6203,,Y2_098,Y2
376,6.9536,4.1129,0.0437,0.047,2598.1386,1528.7704,1.6995,694.4016,704.4149,,Y2_099,Y2
151,1.137,0.9511,0.0437,0.047,165.0851,136.5204,1.2092,768.2914,1394.2583,,Y2_099,Y2
408,3.8109,2.1308,0.0437,0.047,1537.0428,850.1675,1.8079,919.1863,591.6446,,Y2_099,Y2
478,17.6244,10.3124,0.0437,0.047,8403.5659,4906.8409,1.7126,1095.8368,807.4121,,Y2_099,Y2
465,9.4404,7.2385,0.0338,0.0428,4374.1039,3346.0066,1.3073,267.4387,1611.7097,,Y2_100,Y2
81,1.8751,1.1701,0.0338,0.0428,149.1447,91.3138,1.6333,972,305,,Y2_100,Y2
116,1.2708,1.2278,0.0338,0.0428,143.4952,137.4635,1.0439,1206.5,1733,,Y2_100,Y2
518,2.1834,1.4198,0.0389,0.0475,1110.8414,710.8545,1.5627,919.5483,1279.9498,,Y2_101,Y2
433,3.3716,2.6967,0.0389,0.0475,1443.0568,1147.1101,1.258,1475.2979,1400.037,,Y2_101,Y2
604,7.4495,4.0641,0.0389,0.0475,4476.0077,2426.029,1.845,1572.7136,527.8543,,Y2_101,Y2
717,13.883,9.3871,0.0358,0.0466,9928.4835,6697.1279,1.4825,149.7671,1306.8075,,Y2_102,Y2
442,1.5764,1.2234,0.0358,0.0466,680.9396,520.1407,1.3091,1335.9683,1343.3891,,Y2_102,Y2
306,1.5126,1.2969,0.0358,0.0466,451.8892,382.5971,1.1811,1955.6863,1737.4902,,Y2_102,Y2
81,1.409,1.178,0.0358,0.0466,111.2283,91.6423,1.2137,1955,1719,,Y2_102,Y2
253,0.6251,0.5286,0.0401,0.0444,148.0051,122.5033,1.2082,1074.17,140.0751,,Y2_103,Y2
509,3.8458,1.9775,0.0401,0.0444,1937.1116,983.9379,1.9687,1128.8723,321.6385,,Y2_103,Y2
414,12.0146,5.847,0.0401,0.0444,4957.4282,2402.2689,2.0636,1170.2271,541.6884,,Y2_103,Y2
164,0.4907,0.6095,0.0401,0.0444,73.8949,92.6703,0.7974,1839.5183,2028.6402,,Y2_103,Y2
147,0.638,0.5197,0.0401,0.0444,87.8802,69.8638,1.2579,1948.8299,450.3741,,Y2_103,Y2
345,3.1402,1.9354,0.044,0.0475,1068.2038,651.3091,1.6401,340.0928,1304.3652,,Y8_104,Y8
449,18.7825,10.3257,0.044,0.0475,8413.6061,4614.8902,1.8231,397.7372,1091.216,,Y8_104,Y8
209,3.0874,1.8525,0.044,0.0475,636.0778,377.2513,1.6861,948.4928,1449.11,,Y8_104,Y8
359,5.8503,3.5589,0.044,0.0475,2084.4931,1260.5888,1.6536,1304.5766,1429.6602,,Y8_104,Y8
327,5.0329,2.3043,0.044,0.0475,1631.3912,737.9616,2.2107,1646.7492,283.2599,,Y8_104,Y8
420,20.4469,10.6516,0.0351,0.0429,8572.9655,4455.6666,1.9241,625.4548,936.0738,,Y8_105,Y8
262,5.3326,2.7273,0.0351,0.0429,1387.9548,703.3335,1.9734,741.6069,598.7748,,Y8_105,Y8
473,42.6112,20.8384,0.0351,0.0429,20138.4875,9836.3019,2.0474,798.2326,694.6934,,Y8_105,Y8
167,5.7243,2.7067,0.0351,0.0429,950.1052,444.862,2.1357,796.6826,231.982,,Y8_105,Y8
157,4.5665,2.6307,0.0351,0.0429,711.4343,406.2885,1.7511,1855.9618,1227.4841,,Y8_105,Y8
520,3.0669,1.5959,0.0347,0.0401,1576.7134,809.017,1.9489,690.2115,859.575,,Y8_106,Y8
425,3.3454,1.497,0.0347,0.0401,1407.0475,619.1949,2.2724,703.0235,442.1224,,Y8_106,Y8
593,5.7188,3.0949,0.0347,0.0401,3370.6417,1811.53,1.8607,1321.7774,1116.0675,,Y8_106,Y8
650,56.3138,24.4649,0.0288,0.0388,36585.2508,15876.9881,2.3043,415.8662,305.8477,,Y8_107,Y8
489,19.163,11.9664,0.0288,0.0388,9356.6247,5832.6068,1.6042,923.7321,1717.7014,,Y8_107,Y8
387,26.2479,12.4015,0.0288,0.0388,10146.7901,4784.3528,2.1208,1538.1473,490.0181,,Y8_107,Y8
497,17.7472,11.1089,0.0344,0.04,8803.2728,5501.2725,1.6002,311.0966,1649.5895,,Y8_108,Y8
528,12.8678,8.3475,0.0344,0.04,6776.0419,4386.3569,1.5448,595.4905,1876.4583,,Y8_108,Y8
364,20.8975,8.2854,0.0344,0.04,7594.1618,3001.3454,2.5303,1113.3736,134.9258,,Y8_108,Y8
248,13.3606,6.4747,0.0344,0.04,3304.902,1595.8116,2.071,1192.1855,758.0242,,Y8_108,Y8
461,35.1351,17.8114,0.032,0.0418,16182.5096,8191.7717,1.9755,453.4512,869.141,,Y8_109,Y8
230,21.0385,9.1551,0.032,0.0418,4831.4861,2096.0614,2.305,637.8,435.1913,,Y8_109,Y8
433,62.1743,28.5125,0.032,0.0418,26907.6023,12327.8025,2.1827,747.4734,739.4734,,Y8_109,Y8
467,25.1056,14.1167,0.032,0.0418,11709.3781,6572.9954,1.7814,1283.5996,1387.6531,,Y8_109,Y8
502,4.5098,2.9712,0.0416,0.0477,2243.0442,1467.6045,1.5284,611.4363,1554.6414,,W8_110,W8
295,4.9861,2.1398,0.0416,0.0477,1458.623,617.1555,2.3635,773.8847,184.8034,,W8_110,W8
409,3.1914,1.8088,0.0416,0.0477,1288.2914,720.2896,1.7886,1238.6357,938.9707,,W8_110,W8
128,2.0861,1.6213,0.0416,0.0477,261.7008,201.4139,1.2993,1626.5859,434.0234,,W8_110,W8
114,1.9783,2.0887,0.0416,0.0477,220.7818,232.6708,0.9489,1906.5,327,,W8_110,W8
398,4.6921,2.3669,0.0426,0.0442,1850.4832,924.4101,2.0018,541.2186,477.9749,,W8_111,W8
626,16.9973,10.7639,0.0426,0.0442,10613.6383,6710.5205,1.5816,1618.9617,1229.3994,,W8_111,W8
297,2.9362,1.4672,0.0426,0.0442,859.3781,422.6181,2.0335,1977.2761,550.532,,W8_111,W8
314,2.3312,1.8711,0.0426,0.0455,718.6123,573.2275,1.2536,362.2325,1485.8535,,W8_112,W8
332,1.7969,1.4021,0.0426,0.0455,582.4008,450.3884,1.2931,538.3434,561.4036,,W8_112,W8
391,3.7192,2.4672,0.0426,0.0455,1437.5482,946.8994,1.5182,1332.7315,1631.601,,W8_112,W8
529,10.324,5.7142,0.0426,0.0455,5438.8633,2998.759,1.8137,1555.3516,968.0775,,W8_112,W8
526,4.5045,2.3133,0.0426,0.0484,2346.9563,1191.3628,1.97,183.8156,321.2395,,W8_113,W8
579,2.4859,1.7475,0.0426,0.0484,1414.6961,983.7874,1.438,875.5648,1339.0777,,W8_113,W8
153,1.7796,1.0337,0.0336,0.0384,267.1375,152.2798,1.7543,1369.183,675.3007,,W8_114,W8
465,4.8679,2.5604,0.0336,0.0384,2247.9323,1172.7044,1.9169,1585.9118,832.314,,W8_114,W8
629,13.7273,8.4705,0.0336,0.0384,8613.3391,5303.7387,1.624,1794.2226,1664.4006,,W8_114,W8
396,9.6847,6.3643,0.0378,0.0432,3820.1603,2503.1324,1.5262,452.7475,1913.7399,,W8_115,W8
399,10.3823,6.7496,0.0378,0.0432,4127.4336,2675.8507,1.5425,565.4085,1825.3258,,W8_115,W8
303,8.8743,6.202,0.0378,0.0432,2677.4455,1866.1027,1.4348,1388.1584,1521.7129,,W8_115,W8
454,8.6706,3.7677,0.0378,0.0432,3919.297,1690.913,2.3179,1673.8965,331.4009,,W8_115,W8
435,12.3221,6.6949,0.0359,0.0416,5344.5238,2894.1581,1.8467,202.5218,1116.954,,W8_116,W8
519,27.423,17.113,0.0359,0.0416,14213.9372,8860.0313,1.6043,1243.1233,1609.5645,,W8_116,W8
459,5.2409,2.6136,0.0359,0.0416,2389.1282,1180.5246,2.0238,1589.9608,501.3834,,W8_116,W8
382,9.8938,5.5816,0.0356,0.0467,3765.8591,2114.3282,1.7811,446.178,1042.3665,,W8_117,W8
119,6.3331,3.6124,0.0356,0.0467,749.4115,424.3179,1.7662,885.9496,1221.4958,,W8_117,W8
287,11.8494,6.0296,0.0356,0.0467,3390.5707,1717.1008,1.9746,940.5958,814.8606,,W8_117,W8
314,13.4422,7.9609,0.0356,0.0467,4209.6922,2485.0496,1.694,1715.7675,1277.6879,,W8_117,W8
