objectArea,channel1_MeanIntensity,channel2_MeanIntensity,channel1_MeanBackgroundIntensity,channel2_MeanBackgroundIntensity,channel1_IntegratedIntensityAboveBackground,channel2_IntegratedIntensityAboveBackground,ratio_1_over_2,xPosition,yPosition,Var11_1,FileName,Condition
291,201.4732,117.4796,0.3878,0.3798,58515.8439,34076.0357,1.7172,1296.4399,1005.6976,,L5_321,L5
330,227.8463,136.2879,0.3904,0.3898,75060.4737,44846.3668,1.6737,197.1424,1158.6,,L5_320,L5
391,264.5695,153.8762,0.3904,0.3898,103294.0419,60013.2,1.7212,967.3171,509.0409,,L5_320,L5
228,200.9386,119.9573,0.3904,0.3898,45724.992,27261.3935,1.6773,1013.4474,1072.0351,,L5_320,L5
152,194.5717,106.9521,0.3904,0.3898,29515.5654,16197.4696,1.8222,1082.6842,863.625,,L5_320,L5
256,202.5826,130.3816,0.3904,0.3898,51761.226,33277.894,1.5554,1411.7344,1474.0391,,L5_320,L5
208,242.8803,177.4974,0.3904,0.3898,50437.9129,36838.3742,1.3692,1483.0481,1149.5433,,L5_320,L5
198,213.6813,108.3999,0.3904,0.3898,42231.6083,21386.0008,1.9747,1941.9646,435.0152,,L5_320,L5
172,156.8345,75.5755,0.436,0.4062,26900.5368,12929.1177,2.0806,327.5698,369.0233,,L5_319,L5
152,132.3166,81.9429,0.436,0.4062,20045.8528,12393.5708,1.6174,421.7895,1405.6184,,L5_319,L5
339,252.0958,135.2281,0.436,0.4062,85312.6772,45704.6068,1.8666,562.9794,702.9558,,L5_319,L5
444,164.5442,94.0912,0.436,0.4062,72864.0246,41596.1418,1.7517,571.6869,1030.9797,,L5_319,L5
209,133.4648,81.2858,0.436,0.4062,27803.0257,16903.8318,1.6448,1191.7368,1394.5502,,L5_319,L5
92,133.015,82.2664,0.436,0.4062,12197.2662,7531.1355,1.6196,1709.5,1287,,L5_319,L5
103,136.4339,81.3675,0.436,0.4062,14007.7878,8339.0172,1.6798,1967,727,,L5_319,L5
203,217.5499,155.0357,0.5083,0.4308,44059.4561,31384.806,1.4038,242.5665,1729.0443,,L5_317,L5
211,226.7202,159.3406,0.5083,0.4308,47730.72,33529.973,1.4235,680.8483,1738.8389,,L5_317,L5
114,213.1908,136.1145,0.5083,0.4308,24245.8067,15467.949,1.5675,773.5,1511,,L5_317,L5
303,262.5947,161.5967,0.5083,0.4308,79412.1913,48833.2751,1.6262,916.4257,1376.1089,,L5_317,L5
345,383.4876,195.3429,0.5083,0.4308,132127.8564,67244.7005,1.9649,1114.429,367.087,,L5_317,L5
383,354.039,187.5788,0.5083,0.4308,135402.2691,71677.7125,1.889,1131.3681,706.6031,,L5_317,L5
221,227.7012,147.1719,0.5083,0.4308,50209.6405,32429.7877,1.5483,1901.5158,1496.4751,,L5_317,L5
638,325.6327,196.4751,0.3942,0.3672,207502.1484,125116.8299,1.6585,498.9514,1057.4044,,L5_316,L5
312,261.7215,125.7968,0.3942,0.3672,81534.1057,39134.0233,2.0835,686.9872,333.2179,,L5_316,L5
354,220.3151,110.2078,0.3942,0.3672,77852.0024,38883.5823,2.0022,930.2034,779.9605,,L5_316,L5
144,168.6844,111.8202,0.3942,0.3672,24233.782,16049.2353,1.51,1366,1580.5,,L5_316,L5
239,182.3664,121.3588,0.3942,0.3672,43491.3479,28916.9841,1.504,1491.1883,1624.6653,,L5_316,L5
303,60.1241,39.3973,0.3621,0.3714,18107.8891,11824.8524,1.5313,172.5281,1470.5182,,R5_315,R5
221,51.7421,30.4221,0.3621,0.3714,11354.977,6641.2067,1.7098,859.6471,1251.3756,,R5_315,R5
454,78.0548,52.4976,0.3621,0.3714,35272.479,23665.3216,1.4905,1723.9802,1581.9339,,R5_315,R5
523,128.6672,70.882,0.3621,0.3714,67103.5495,36877.0561,1.8197,1884.8738,732.5086,,R5_315,R5
327,171.2223,105.415,0.3688,0.3384,55869.1059,34360.0727,1.626,140.0826,696.2171,,R5_314,R5
364,239.899,127.3937,0.3688,0.3384,87189.0213,46248.1299,1.8852,204.6016,370.456,,R5_314,R5
92,115.3694,56.49,0.3688,0.3384,10580.0595,5165.9527,2.048,504,491.5,,R5_314,R5
139,104.9599,51.0128,0.3688,0.3384,14538.168,7043.748,2.064,508.1295,505.5324,,R5_314,R5
228,108.9958,67.2474,0.3688,0.3384,24766.96,15255.2635,1.6235,590.3377,1266.0132,,R5_314,R5
379,149.7453,99.4947,0.3688,0.3384,56613.72,37580.2499,1.5065,1974.5646,1391.504,,R5_314,R5
215,135.6324,88.5224,0.3546,0.3434,29084.7098,18958.4847,1.5341,499.786,1453.6279,,R5_313,R5
304,166.1294,100.0211,0.3546,0.3434,50395.5276,30302.0159,1.6631,589.6118,945.9671,,R5_313,R5
368,164.2775,85.4739,0.3546,0.3434,60323.6239,31328.0269,1.9255,1295.2826,437.1005,,R5_313,R5
220,123.3268,80.2245,0.3546,0.3434,27053.8803,17573.8509,1.5394,1740.2,1651.8,,R5_313,R5
264,160.0781,108.1985,0.3546,0.3434,42167.0031,28473.7495,1.4809,1828.2197,1462.8106,,R5_313,R5
209,132.7222,68.9128,0.3546,0.3434,27664.823,14331.0043,1.9304,1930.9809,480.6938,,R5_313,R5
383,216.0766,139.8867,0.3535,0.35,82621.9378,53442.5535,1.546,138.7885,1294.3003,,R5_312,R5
553,194.9483,138.6969,0.3535,0.35,107610.927,76505.8024,1.4066,322.7975,1678.4286,,R5_312,R5
104,156.5678,106.9023,0.3535,0.35,16246.2889,11081.4396,1.4661,782.5,1648,,R5_312,R5
103,164.6228,114.0833,0.3535,0.35,16919.7421,11714.5284,1.4443,1503,1532,,R5_312,R5
171,169.3013,114.6828,0.3535,0.35,28890.0835,19550.902,1.4777,1585.1871,1794.8246,,R5_312,R5
103,226.793,102.6875,0.3535,0.35,23323.268,10540.7551,2.2127,1785,67,,R5_312,R5
295,251.0885,124.3028,0.3535,0.35,73966.8383,36566.0818,2.0228,1894.9492,287.9254,,R5_312,R5
467,191.7926,98.9566,0.4371,0.4016,89363.0483,46025.1753,1.9416,1145.5246,373.0171,,R5_311,R5
460,117.5478,74.2701,0.4371,0.4016,53870.936,33979.4876,1.5854,1252.3457,1078.4783,,R5_311,R5
136,36.7136,20.5851,0.4371,0.4016,4933.6067,2744.9514,1.7973,1409.1985,1280.8088,,R5_311,R5
99,41.9078,20.331,0.4371,0.4016,4105.6012,1973.0065,2.0809,1424.6768,168.6768,,R5_311,R5
400,68.3299,43.481,0.4371,0.4016,27157.1227,17231.7505,1.576,1741.51,1534.4775,,R5_311,R5
123,74.5757,56.231,0.411,0.3862,9122.262,6868.9132,1.3281,372.6423,1688.3171,,R5_310,R5
239,95.3591,46.5155,0.411,0.3862,22692.6014,11024.9128,2.0583,1229.1464,325.2803,,R5_310,R5
279,97.875,65.5855,0.411,0.3862,27192.4709,18190.6007,1.4949,1310.9032,1675.5484,,R5_310,R5
279,108.6549,70.7604,0.411,0.3862,30200.0421,19634.4022,1.5381,1654.4229,1412.6667,,R5_310,R5
321,107.0509,54.8945,0.411,0.3862,34231.4236,17497.1604,1.9564,1773.352,552.891,,R5_310,R5
423,203.1607,118.3359,0.411,0.3862,85763.137,49892.7369,1.719,1816.7234,872.8014,,R5_310,R5
392,196.2459,92.7517,0.3866,0.3717,76776.8436,36212.9632,2.1201,572.3112,163.3699,,R5_309,R5
275,186.0287,84.993,0.3866,0.3717,51051.5752,23270.8669,2.1938,655.1491,321.2982,,R5_309,R5
273,157.6337,109.0075,0.3866,0.3717,42928.4512,29657.5849,1.4475,982.1575,1675.674,,R5_309,R5
457,228.1152,135.865,0.3866,0.3717,104071.9455,61920.4597,1.6807,1550.9628,890.7155,,R5_309,R5
273,212.2206,130.5201,0.3866,0.3717,57830.66,35530.51,1.6276,1840.3626,1255.8901,,R5_309,R5
284,440.6838,291.889,0.4067,0.3595,125038.7081,82794.3755,1.5102,200.1127,1154.419,,R5_308,R5
248,187.6141,122.773,0.4067,0.3595,46427.4472,30358.5681,1.5293,689.2137,1314.2016,,R5_308,R5
378,205.3864,122.2117,0.4067,0.3595,77482.3319,46060.148,1.6822,982.4762,924.6534,,R5_308,R5
232,172.438,104.1424,0.4067,0.3595,39911.2576,24077.6437,1.6576,1019.5345,497.6509,,R5_308,R5
150,167.189,117.2636,0.4067,0.3595,25017.3397,17535.6214,1.4267,1615.1667,918.8667,,R5_308,R5
274,173.5148,119.4136,0.4067,0.3595,47431.6082,32620.8393,1.454,1637.354,924.2664,,R5_308,R5
113,119.1372,53.3527,0.5857,0.5487,13396.3224,5966.8505,2.2451,665.8142,74.1858,,R5_307,R5
351,131.8538,72.4602,0.5857,0.5487,46075.1084,25240.9334,1.8254,673.5556,342.7123,,R5_307,R5
221,127.6916,66.4909,0.5857,0.5487,28090.4005,14573.2144,1.9275,944.3937,211.81,,R5_307,R5
231,166.6152,106.6089,0.5857,0.5487,38352.818,24499.8963,1.5654,1245.0087,1051.5368,,R5_307,R5
271,115.9464,88.8586,0.5857,0.5487,31262.7383,23931.9669,1.3063,1518.952,1787.8745,,R5_307,R5
279,433.4255,286.2117,0.2288,0.2779,120861.8745,79775.5449,1.515,214.3799,724.3441,,R4_306,R4
123,270.5861,229.5236,0.2288,0.2779,33253.9428,28197.2316,1.1793,625.3171,1708.6423,,R4_306,R4
231,367.4812,179.7233,0.2288,0.2779,84835.3047,41451.8867,2.0466,806.8139,212.7446,,R4_306,R4
199,304.2238,186.879,0.2288,0.2779,60494.9942,37133.6173,1.6291,855.8643,862.7085,,R4_306,R4
269,384.5948,211.4277,0.2288,0.2779,103394.4389,56799.3098,1.8203,968.6208,314.8513,,R4_306,R4
391,345.4693,266.6894,0.2288,0.2779,134989.0253,104166.9221,1.2959,1243.5217,1703.954,,R4_306,R4
270,338.2727,330.6953,0.2288,0.2779,91271.8475,89212.7007,1.0231,1742.7111,1619.0704,,R4_306,R4
392,261.3461,151.9406,0.282,0.3361,102337.1275,59428.9551,1.722,448.5204,520.7755,,R4_305,R4
171,103.842,52.7515,0.282,0.3361,17708.7614,8963.0245,1.9758,830.9825,326.4678,,R4_305,R4
119,80.2767,55.7727,0.282,0.3361,9519.3772,6596.9531,1.443,833,1549.3361,,R4_305,R4
212,112.1189,63.7099,0.282,0.3361,23709.4364,13435.2342,1.7647,1011.5,864,,R4_305,R4
378,208.3308,136.2375,0.282,0.3361,78642.4528,51370.7133,1.5309,1191.2513,976.7222,,R4_305,R4
116,85.8183,53.9617,0.282,0.3361,9922.212,6220.565,1.5951,1620.5,999,,R4_305,R4
267,118.1042,85.2291,0.282,0.3361,31458.5379,22666.4268,1.3879,1739.9963,1461.0674,,R4_305,R4
153,84.9674,61.6539,0.282,0.3361,12956.8667,9381.6217,1.3811,1924.1503,1476.0196,,R4_305,R4
187,290.2891,197.1496,0.2138,0.2889,54244.0795,36812.9514,1.4735,417.5348,1188.508,,R4_304,R4
222,295.5088,225.9095,0.2138,0.2889,65555.4898,50087.7718,1.3088,517.7568,1483.6486,,R4_304,R4
492,430.5475,296.1866,0.2138,0.2889,211724.1897,145581.6725,1.4543,571.4146,968.9167,,R4_304,R4
278,332.3712,208.7397,0.2138,0.2889,92339.7557,57949.3324,1.5935,975.0036,811.518,,R4_304,R4
142,271.7993,189.3297,0.2138,0.2889,38565.1441,26843.7989,1.4367,1135.5,1508,,R4_304,R4
331,396.8707,269.2725,0.2138,0.2889,131293.454,89033.5726,1.4747,1533.1752,897.1631,,R4_304,R4
198,307.8351,219.9667,0.2138,0.2889,60909.0115,43496.2095,1.4003,1832.5,967.7475,,R4_304,R4
92,336.6024,198.6609,0.2093,0.2391,30948.1656,18254.8019,1.6953,337,494.5,,R4_303,R4
99,280.4124,191.6914,0.2093,0.2391,27740.1084,18953.7742,1.4636,462.3232,910.3232,,R4_303,R4
217,355.6328,324.6433,0.2093,0.2391,77126.8915,70395.7034,1.0956,969.0138,1150.6866,,R4_303,R4
456,572.4838,304.9815,0.2093,0.2391,260957.194,138962.5204,1.8779,1147.9934,131.8904,,R4_303,R4
242,357.7114,307.4392,0.2093,0.2391,86515.5129,74342.4221,1.1637,1426,1887.5,,R4_303,R4
99,290.418,202.3454,0.2093,0.2391,28730.663,20008.5227,1.4359,1456.3232,1087.3232,,R4_303,R4
238,381.6376,308.6317,0.2093,0.2391,90779.9374,73397.4331,1.2368,1730.8655,1397.2773,,R4_303,R4
164,291.325,253.369,0.2093,0.2391,47742.9789,41513.2915,1.1501,2007.8049,1801.3537,,R4_303,R4
341,258.9828,141.2939,0.2289,0.2909,88235.0557,48082.0174,1.8351,397.956,175,,R4_302,R4
188,162.1194,133.0363,0.2289,0.2909,30435.4142,24956.1339,1.2196,585,951.5,,R4_302,R4
192,173.7292,123.1633,0.2289,0.2909,33312.0472,23591.502,1.412,749.4688,1368.4688,,R4_302,R4
274,292.8666,224.1446,0.2289,0.2909,80182.7349,61335.9067,1.3073,883.854,1346.5657,,R4_302,R4
247,198.4518,146.8925,0.2289,0.2909,48961.0615,36210.5982,1.3521,934,1527.6154,,R4_302,R4
332,201.1455,163.4207,0.2289,0.2909,66704.3066,54159.0979,1.2316,1776.8042,1804.4307,,R4_302,R4
131,155.8478,119.6879,0.2289,0.2909,20386.0769,15641.0043,1.3034,1778.313,1713.145,,R4_302,R4
379,221.1485,145.2605,0.5745,0.4985,83597.5574,54864.822,1.5237,198.9842,835.5567,,R4_301,R4
358,241.8856,156.1446,0.5745,0.4985,86389.3593,55721.317,1.5504,807.3128,660.5335,,R4_301,R4
344,229.4758,148.408,0.5745,0.4985,78742.0553,50880.8859,1.5476,828.3227,760.3663,,R4_301,R4
130,190.18,108.6094,0.5745,0.4985,24648.7105,14054.4267,1.7538,1248.5,616,,R4_301,R4
145,175.1654,109.8494,0.5745,0.4985,25315.6855,15855.8906,1.5966,1349,899,,R4_301,R4
373,162.0524,142.7482,0.5745,0.4985,60231.2398,53059.1646,1.1352,1852.6649,1335.8445,,R4_301,R4
319,361.4345,189.0167,0.2312,0.2724,115223.8683,60209.4171,1.9137,242.4295,341.4859,,R4_300,R4
232,275.0237,184.2666,0.2312,0.2724,63751.8527,42686.6402,1.4935,271,1277.5,,R4_300,R4
283,340.7426,185.8994,0.2312,0.2724,96364.7423,52532.424,1.8344,414.0495,240.9576,,R4_300,R4
325,341.4278,249.6889,0.2312,0.2724,110888.8998,81060.3591,1.368,536,1178,,R4_300,R4
252,269.8104,218.4387,0.2312,0.2724,67933.9493,54977.9013,1.2357,1469.0079,1862.3333,,R4_300,R4
261,232.7409,181.1094,0.2312,0.2724,60685.0242,47198.4462,1.2857,1521.4483,1805.6169,,R4_300,R4
487,228.235,116.1398,0.2916,0.3167,111008.4084,56405.867,1.968,306.1971,322.5606,,R4_299,R4
408,175.1619,104.4271,0.2916,0.3167,71347.0707,42477.0601,1.6797,1349.1176,1126.8824,,R4_299,R4
251,111.963,80.4465,0.2916,0.3167,28029.5166,20112.5776,1.3936,1351.8805,1559.247,,R4_299,R4
360,167.6016,120.2489,0.2916,0.3167,60231.5929,43175.6051,1.395,1813.9639,1454.0639,,R4_299,R4
131,138.5898,99.2399,0.3497,0.3444,18109.4557,12955.3102,1.3978,23.0916,1401.0076,,L4_298,L4
253,156.5824,112.9461,0.3497,0.3444,39526.8849,28488.2342,1.3875,821.4704,390.996,,L4_298,L4
229,177.9125,108.4422,0.3497,0.3444,40661.8879,24754.4105,1.6426,1237.1092,241.9389,,L4_298,L4
339,188.5307,122.7976,0.3497,0.3444,63793.358,41511.662,1.5368,1513.531,1333.3009,,L4_298,L4
361,239.729,217.0138,0.3497,0.3444,86415.927,78217.6571,1.1048,1543.338,1720.5014,,L4_298,L4
117,129.003,96.9673,0.3497,0.3444,15052.4407,11304.8841,1.3315,1892.547,781.5128,,L4_298,L4
460,211.5338,146.9657,0.2666,0.2419,97182.9082,67492.9577,1.4399,1356.7065,1068.0761,,L4_297,L4
548,476.7734,440.2915,0.2666,0.2419,261125.7596,241147.1978,1.0828,1437.8139,562.2847,,L4_297,L4
261,74.219,40.2897,0.2666,0.2419,19301.5774,10452.4815,1.8466,1905.9387,511.5326,,L4_297,L4
374,266.1072,193.9863,0.1839,0.258,99455.3318,72454.3596,1.3727,140.3824,1228.2781,,L4_296,L4
350,237.1585,222.716,0.1839,0.258,82941.0971,77860.2846,1.0653,449.3857,1475.6086,,L4_296,L4
446,192.3475,99.1007,0.1839,0.258,85704.9564,44083.8476,1.9441,1325.4103,289.4305,,L4_296,L4
319,153.1398,116.1227,0.1839,0.258,48792.9465,36960.8207,1.3201,2004.7085,499.558,,L4_296,L4
233,173.8968,144.1845,0.236,0.2811,40462.9583,33529.4957,1.2068,576.6052,906.6266,,L4_295,L4
359,280.9502,173.686,0.236,0.2811,100776.4155,62252.3629,1.6188,646.546,21.1253,,L4_295,L4
305,187.3978,112.7729,0.236,0.2811,57084.3527,34310.0102,1.6638,907.859,675.2984,,L4_295,L4
238,250.6679,136.4204,0.236,0.2811,59602.7926,32401.1645,1.8395,1105.8655,373.2773,,L4_295,L4
185,175.2778,109.6777,0.236,0.2811,32382.7322,20238.3824,1.6001,1416.9135,786.7676,,L4_295,L4
92,168.5633,108.5915,0.236,0.2811,15486.1163,9964.5604,1.5541,1613,1024.5,,L4_295,L4
237,192.563,195.1688,0.236,0.2811,45581.5061,46188.3827,0.9869,1643.8017,1693.2152,,L4_295,L4
141,191.1613,105.2871,0.236,0.2811,26920.4648,14805.8475,1.8182,1795.3404,459.6596,,L4_295,L4
229,137.2929,91.0003,0.2112,0.2636,31391.7171,20778.6948,1.5108,115.2664,1094.4236,,L4_293,L4
135,134.1582,84.006,0.2112,0.2636,18082.8481,11305.2244,1.5995,153.763,1032.2074,,L4_293,L4
136,130.644,85.1473,0.2112,0.2636,17738.8625,11544.1815,1.5366,670.5,1072,,L4_293,L4
277,158.1207,106.6763,0.2112,0.2636,43740.9447,29476.3121,1.4839,795.5379,1155.7473,,L4_293,L4
242,152.5924,132.1964,0.2112,0.2636,36876.2591,31927.7231,1.155,933.9835,560.0289,,L4_293,L4
334,182.8483,153.7938,0.2112,0.2636,61000.7926,51279.0729,1.1896,1321.9371,1364.4521,,L4_293,L4
380,148.3463,128.7367,0.2112,0.2636,56291.359,48819.7605,1.153,1814.2211,1302.7395,,L4_293,L4
349,338.6809,341.4516,0.2533,0.3027,118111.2449,119060.9657,0.992,599.7249,1740.2894,,L4_292,L4
239,235.7786,201.3798,0.2533,0.3027,56290.5325,48057.4071,1.1713,825.6485,1001.6444,,L4_292,L4
341,298.3502,247.5732,0.2533,0.3027,101651.0302,84319.2196,1.2055,858.3695,614.305,,L4_292,L4
316,456.5335,275.7533,0.2533,0.3027,144184.5279,87042.3715,1.6565,942.1108,546.1424,,L4_292,L4
188,232.3626,184.8244,0.2533,0.3027,43636.5536,34690.0715,1.2579,1287.7394,869.6543,,L4_292,L4
300,313.7166,213.8451,0.2533,0.3027,94038.9801,64062.698,1.4679,1527.5933,1217.0667,,L4_292,L4
347,393.0454,323.1747,0.127,0.1663,136342.7029,112083.9057,1.2164,833.0432,743.8069,,L4_291,L4
318,365.3947,291.0831,0.127,0.1663,116155.1334,92511.5242,1.2556,1055.8491,1055.1541,,L4_291,L4
141,206.6143,147.9272,0.127,0.1663,29114.7202,20834.2792,1.3974,1065.6596,1496.3404,,L4_291,L4
317,234.8945,161.0835,0.127,0.1663,74421.2971,51010.7321,1.4589,1475.9117,88.2934,,L4_291,L4
326,288.1647,222.2704,0.127,0.1663,93900.3064,72405.9175,1.2969,1550.4233,1554.0215,,L4_291,L4
506,231.2298,147.5157,0.4112,0.3861,116794.2119,74447.5838,1.5688,751.6719,1062.3755,,L4_290,L4
444,206.9909,156.843,0.4112,0.3861,91721.4214,69466.8825,1.3204,781.3018,1730.6194,,L4_290,L4
92,129.1052,86.1166,0.4112,0.3861,11839.8474,7887.2072,1.5011,793,1408.5,,L4_290,L4
369,266.1757,131.1386,0.4112,0.3861,98067.1236,48247.6747,2.0326,891.5881,176.645,,L4_290,L4
103,123.4888,82.4452,0.4112,0.3861,12676.9966,8452.0888,1.4999,1658,353,,L4_290,L4
426,231.1842,189.2343,0.2387,0.2747,98382.7451,80496.7884,1.2222,260.9624,1401.8052,,L4_289,L4
315,368.3078,287.0231,0.2387,0.2747,115941.745,90325.7234,1.2836,702.0857,1382.181,,L4_289,L4
351,366.2534,209.3052,0.2387,0.2747,128471.1489,73369.6819,1.751,787.3932,427.8376,,L4_289,L4
118,173.4141,137.5914,0.2387,0.2747,20434.6914,16203.3697,1.2611,1405.5,1037,,L4_289,L4
179,178.7612,152.1866,0.2387,0.2747,31955.5155,27192.2299,1.1752,1712.8212,1073.8492,,L4_289,L4
175,207.124,127.3641,0.2387,0.2747,36204.9142,22240.6343,1.6279,1965.0514,394.5943,,L4_289,L4
312,336.8572,294.32,0.2268,0.2744,105028.674,91742.216,1.1448,199.9615,869.5833,,L4_288,L4
332,349.7986,340.226,0.2268,0.2744,116057.844,112863.9122,1.0283,444.4488,1209.6084,,L4_288,L4
282,343.2524,273.3716,0.2268,0.2744,96733.2041,77013.4088,1.2561,699.6738,1736.8759,,L4_288,L4
361,350.9307,223.2976,0.2268,0.2744,126604.0911,80511.3674,1.5725,942.5928,919.5429,,L4_288,L4
339,259.8314,204.9828,0.2268,0.2744,88005.9534,69396.1439,1.2682,1274.9499,758.2448,,L4_288,L4
317,232.6014,217.9358,0.2728,0.2828,73648.1844,68996.0127,1.0674,236.694,1913.6751,,L4_287,L4
180,214.0702,220.1154,0.2728,0.2828,38483.5311,39569.8738,0.9725,276.6556,1912.15,,L4_287,L4
248,251.8385,236.5467,0.2728,0.2828,62388.3003,58593.4445,1.0648,809.0081,1355.9637,,L4_287,L4
407,337.8234,218.8353,0.2728,0.2828,137383.1224,88950.8582,1.5445,1095.6462,216.9951,,L4_287,L4
173,246.2544,157.7918,0.2728,0.2828,42554.8243,27249.0551,1.5617,1485.2832,464.815,,L4_287,L4
255,298.9352,208.624,0.2728,0.2828,76158.9316,53127.0007,1.4335,1939.4941,540.1608,,L4_287,L4
330,86.7299,57.0271,0.441,0.4621,28475.3378,18666.4619,1.5255,113.1515,463.3212,,L4_286,L4
242,88.7817,60.0032,0.441,0.4621,21378.4541,14408.96,1.4837,344.1777,348.1612,,L4_286,L4
219,71.8679,54.3481,0.441,0.4621,15642.4882,11801.0374,1.3255,542.8128,1212.4566,,L4_286,L4
162,65.3182,62.6964,0.441,0.4621,10510.1054,10081.9602,1.0425,580.0062,1118.9568,,L4_286,L4
213,79.2708,52.6777,0.441,0.4621,16790.7458,11121.9332,1.5097,631.6244,931.5587,,L4_286,L4
282,104.6418,71.2312,0.441,0.4621,29384.6424,19956.8809,1.4724,749.3227,286.7163,,L4_286,L4
188,65.9189,74.8671,0.441,0.4621,12309.853,13988.1424,0.88,799,1629.5,,L4_286,L4
156,63.9503,65.9435,0.441,0.4621,9907.4467,10215.1006,0.9699,1730.7372,670.9936,,L4_286,L4
226,88.0282,76.9388,0.4286,0.4702,19797.5145,17281.8931,1.1456,125.6195,1930.9513,,L4_285,L4
233,94.1459,66.8473,0.4286,0.4702,21836.1205,15465.8527,1.4119,957.0343,984.485,,L4_285,L4
81,66.0817,55.8249,0.4286,0.4702,5317.8978,4483.7304,1.186,1315,1892,,L4_285,L4
237,82.6248,69.7133,0.4286,0.4702,19480.4929,16410.6079,1.1871,1373.135,741.8101,,L4_285,L4
216,63.7125,65.61,0.4286,0.4702,13669.3084,14070.2007,0.9715,1415.0556,1182.4861,,L4_285,L4
