objectArea,channel1_MeanIntensity,channel2_MeanIntensity,channel1_MeanBackgroundIntensity,channel2_MeanBackgroundIntensity,channel1_IntegratedIntensityAboveBackground,channel2_IntegratedIntensityAboveBackground,ratio_1_over_2,xPosition,yPosition,FileName,Condition
271,12.6549,8.3811,0.0387,0.0465,3418.9769,2258.6711,1.5137,512.5055,1691.2214,R1_021,R1
187,11.8325,8.3902,0.0387,0.0465,2205.4429,1560.2718,1.4135,705.2353,1532.8289,R1_021,R1
143,11.2476,8.1161,0.0387,0.0465,1602.8694,1153.951,1.389,894.979,1774.0839,R1_021,R1
283,19.1947,9.8298,0.0387,0.0465,5421.1371,2768.6871,1.958,1012.5724,1459.5689,R1_021,R1
295,20.0306,10.9308,0.0387,0.0465,5897.6091,3210.8543,1.8368,1082.5085,739.9729,R1_021,R1
391,23.2991,12.3892,0.0387,0.0465,9094.8114,4826.0032,1.8845,1489.2276,207.4399,R1_021,R1
163,11.5209,7.9007,0.0387,0.0465,1871.6004,1280.2269,1.4619,1535.4847,1943.5399,R1_021,R1
114,11.4734,8.7606,0.0387,0.0465,1303.5577,993.4028,1.3122,1781,1669.5,R1_021,R1
526,48.3594,30.4804,0.0303,0.039,25421.0964,16012.2065,1.5876,409.7186,1148.9106,R1_022,R1
375,48.5529,27.8316,0.0303,0.039,18195.9438,10422.2304,1.7459,491.544,678.952,R1_022,R1
289,32.2208,19.7878,0.0303,0.039,9303.0385,5707.4117,1.63,1488.2907,873.2076,R1_022,R1
429,39.4685,21.5783,0.0303,0.039,16918.9639,9240.3851,1.831,1663.0256,560.2028,R1_022,R1
436,14.0013,9.0338,0.0417,0.0498,6086.3774,3917.0238,1.5538,469.1261,917.3486,R2_029,R2
318,11.6529,12.0492,0.0417,0.0498,3692.3473,3815.8189,0.9676,819.3994,1966.9434,R2_029,R2
188,10.0089,6.6066,0.0417,0.0498,1873.8319,1232.6717,1.5201,871.4415,985.8936,R2_029,R2
128,9.1929,8.1977,0.0417,0.0498,1171.3539,1042.9271,1.1231,939.5,1657.5,R2_029,R2
251,10.4056,7.4299,0.0417,0.0498,2601.3357,1852.4081,1.4043,980.9801,461.5179,R2_029,R2
158,11.7168,6.3184,0.0417,0.0498,1844.661,990.443,1.8625,1140.5759,1114.519,R2_029,R2
282,18.5767,12.8422,0.0576,0.0681,5222.377,3602.2789,1.4497,169.7092,609.3652,R2_030,R2
355,27.2912,20.4656,0.0576,0.0681,9667.9336,7241.0927,1.3351,272.2648,293.9944,R2_030,R2
217,21.6316,12.5521,0.0576,0.0681,4681.5633,2709.0185,1.7281,666.1198,359.1521,R2_030,R2
206,20.5174,13.8961,0.0576,0.0681,4214.7182,2848.5584,1.4796,955.8204,1184.1796,R2_030,R2
159,23.6554,10.6386,0.0576,0.0681,3752.049,1680.711,2.2324,1330.6415,1145.7799,R2_030,R2
201,23.6111,10.7398,0.0576,0.0681,4734.2641,2145.0035,2.2071,1343.5572,1172.0547,R2_030,R2
269,19.9914,10.9047,0.0576,0.0681,5362.2045,2915.0528,1.8395,1790.9405,1355.5651,R2_030,R2
325,30.8319,14.1502,0.0433,0.0546,10006.2821,4581.0743,2.1843,266.7508,1374.9323,R2_031,R2
178,15.3426,11.5134,0.0433,0.0546,2723.2674,2039.6718,1.3351,457.1348,800.9831,R2_031,R2
151,14.5382,8.5059,0.0433,0.0546,2188.7255,1276.1425,1.7151,754.0132,956.1589,R2_031,R2
479,19.3289,15.3486,0.0433,0.0546,9237.8215,7325.8409,1.261,1361.4906,1216.0418,R2_031,R2
249,21.3834,9.6741,0.0433,0.0546,5313.6944,2395.2474,2.2184,1370.3213,693.8876,R2_031,R2
81,13.3855,9.3239,0.0433,0.0546,1080.7159,750.8149,1.4394,1574,885,R2_031,R2
675,39.425,19.1087,0.0362,0.0426,26587.4107,12869.6238,2.0659,268.4148,672.5659,R2_032,R2
180,20.6237,8.4759,0.0362,0.0426,3705.7529,1517.9956,2.4412,551.0944,963.0389,R2_032,R2
350,27.1822,11.7459,0.0362,0.0426,9501.0969,4096.1415,2.3195,904.6943,549.7714,R2_032,R2
230,25.2196,10.8859,0.0362,0.0426,5792.1764,2493.9458,2.3225,913.5,304,R2_032,R2
269,24.6606,9.9591,0.0362,0.0426,6623.9542,2667.5182,2.4832,1591.0446,252.3941,R2_032,R2
136,51.4727,21.7351,0.023,0.0344,6997.1701,2951.2967,2.3709,304.8015,666.8088,R2_033,R2
387,55.8498,36.3628,0.023,0.0344,21604.9827,14059.0796,1.5367,412.2972,1975.6977,R2_033,R2
222,46.8898,28.5315,0.023,0.0344,10404.4412,6326.3606,1.6446,471.3874,1806.0315,R2_033,R2
116,41.9307,24.8449,0.023,0.0344,4861.2954,2878.0162,1.6891,536.5,1764,R2_033,R2
116,43.0711,24.6601,0.023,0.0344,4993.5876,2856.5784,1.7481,1023.5,1777.5,R2_033,R2
103,44.0961,25.8846,0.023,0.0344,4539.5294,2662.5692,1.7049,1028,1793,R2_033,R2
214,42.8155,22.7271,0.023,0.0344,9157.6051,4856.2502,1.8857,1544.1262,1271.5327,R2_033,R2
419,62.0027,26.5139,0.023,0.0344,25969.4975,11094.9341,2.3407,1754.4726,691.7208,R2_033,R2
229,62.5431,26.7347,0.0176,0.032,14318.3504,6114.936,2.3415,840.4105,670.131,R2_034,R2
586,73.5783,32.3757,0.0176,0.032,43106.5653,18953.4515,2.2743,903.1724,672.4352,R2_034,R2
450,193.2798,84.9943,0.0176,0.032,86968.0004,38233.0759,2.2747,1546.4867,311.6978,R2_034,R2
399,85.6167,47.7624,0.0176,0.032,34154.055,19044.4299,1.7934,1584.9373,1404.0476,R2_034,R2
277,9.1247,7.3008,0.0666,0.068,2509.0986,2003.4825,1.2524,534.1444,1250.2924,R3_052,R3
81,6.4011,4.0881,0.0666,0.068,513.0915,325.6296,1.5757,547,1647,R3_052,R3
337,9.4411,6.3996,0.0666,0.068,3159.196,2133.7473,1.4806,642.7092,378.1691,R3_052,R3
386,12.666,6.4202,0.0666,0.068,4863.3839,2451.9344,1.9835,1241.1192,1218.0777,R3_052,R3
299,10.0909,6.5032,0.0666,0.068,2997.2578,1924.1346,1.5577,1426.7926,1040.3579,R3_052,R3
221,7.6694,7.1739,0.0666,0.068,1680.2228,1570.3995,1.0699,1593.6471,1507.6697,R3_052,R3
245,15.8481,7.8585,0.0392,0.0457,3873.1704,1914.1488,2.0234,249.5306,753.5184,R3_053,R3
319,16.3388,12.1617,0.0392,0.0457,5199.5876,3865.0056,1.3453,530.8401,765.5517,R3_053,R3
176,13.9516,6.4025,0.0392,0.0457,2448.5834,1118.7959,2.1886,980.5398,1820.4545,R3_053,R3
416,14.1018,8.7329,0.0392,0.0457,5850.0471,3613.8883,1.6188,1081.6971,492.7837,R3_053,R3
273,18.8043,9.2114,0.0392,0.0457,5122.8707,2502.242,2.0473,1682.0183,1370.4725,R3_053,R3
268,17.4238,10.0865,0.0392,0.0457,4659.0689,2690.9455,1.7314,2015.9739,279.7649,R3_053,R3
255,5.0724,3.6515,0.0476,0.0543,1281.3304,917.2988,1.3969,234.7843,406.5059,R3_054,R3
293,6.0491,2.7356,0.0476,0.0543,1758.4397,785.6353,2.2382,328,139.2218,R3_054,R3
114,5.4958,2.1078,0.0476,0.0543,621.1011,234.1071,2.6531,418,180.5,R3_054,R3
282,10.9041,5.0294,0.0476,0.0543,3061.5309,1402.9836,2.1822,608.1489,422.8298,R3_054,R3
174,3.8551,2.2462,0.0476,0.0543,662.5176,381.4055,1.737,1348.1839,1105.5,R3_054,R3
216,4.137,3.3656,0.0476,0.0543,883.3187,715.2484,1.235,1491.5,1696,R3_054,R3
350,6.8394,3.763,0.0476,0.0543,2377.1271,1298.0548,1.8313,1892.4457,886.5914,R3_054,R3
285,26.6524,15.3692,0.0291,0.0372,7587.6321,4369.6068,1.7365,398.6737,1809.7439,R3_055,R3
250,21.9079,10.8263,0.0291,0.0372,5469.7072,2697.2731,2.0279,626.452,1181.224,R3_055,R3
541,84.8039,35.3815,0.0291,0.0372,45863.1654,19121.2456,2.3985,820.0869,723.1867,R3_055,R3
533,41.3045,15.1966,0.0291,0.0372,21999.8193,8079.9287,2.7228,1243.9606,638.9794,R3_055,R3
402,132.8697,60.1786,0.0235,0.0373,53404.1601,24176.8044,2.2089,454.51,440.4428,R3_056,R3
406,51.265,23.9094,0.0235,0.0373,20804.0488,9692.0717,2.1465,592.8153,895.2734,R3_056,R3
470,148.9783,64.631,0.0235,0.0373,70008.735,30359.0511,2.306,1283.2149,340.834,R3_056,R3
329,25.8716,11.4266,0.0235,0.0373,8504.011,3747.0885,2.2695,1464.1398,1016.0942,R3_056,R3
503,76.2892,46.172,0.0333,0.0403,38356.7111,23204.2553,1.653,1365.5408,872.6183,R3_057,R3
335,68.3815,44.0746,0.0333,0.0403,22896.6572,14751.4721,1.5522,1643.3284,1871.0239,R3_057,R3
337,55.9765,36.9164,0.0333,0.0403,18852.8632,12427.2264,1.5171,1767.181,1016.549,R3_057,R3
559,75.7712,45.6709,0.0333,0.0403,42337.4978,25507.482,1.6598,1911.1395,1200.6941,R3_057,R3
153,7.7635,3.9011,0.0371,0.0526,1182.1338,588.8163,2.0076,241.183,382.9935,R3_058,R3
511,15.4565,11.7197,0.0371,0.0526,7879.2974,5961.8871,1.3216,310.9335,943.7417,R3_058,R3
327,9.2364,8.5699,0.0371,0.0526,3008.1455,2785.1758,1.0801,554.1223,1511.7156,R3_058,R3
358,11.3328,10.2492,0.0371,0.0526,4043.8405,3650.3989,1.1078,1930.2821,866.648,R3_058,R3
136,5.7902,3.9818,0.0371,0.0526,782.4095,534.3688,1.4642,1995.5,674,R3_058,R3
153,6.3515,3.7709,0.0371,0.0526,966.0908,568.9082,1.6981,2003.0196,519.5359,R3_058,R3
350,19.0407,16.6425,0.0363,0.0429,6651.5508,5809.8691,1.1449,472.2514,695.4971,R3_059,R3
366,15.7748,16.7002,0.0363,0.0429,5760.2978,6096.5623,0.9448,757.7541,995.194,R3_059,R3
214,5.7409,4.0896,0.0363,0.0429,1220.7885,865.9923,1.4097,1338.2523,559.7991,R3_059,R3
92,5.7244,5.9868,0.0363,0.0429,523.3065,546.8423,0.957,1733.5,1906,R3_059,R3
261,8.2979,5.2218,0.0363,0.0429,2156.2919,1351.7036,1.5952,1776.7625,872.5096,R3_059,R3
195,4.9792,3.964,0.0363,0.0429,963.8731,764.6119,1.2606,1973.8974,1314.9436,R3_059,R3
410,12.537,10.3649,0.0463,0.0556,5121.2158,4226.7795,1.2116,262.4878,705.4756,R3_060,R3
348,10.7912,11.5471,0.0463,0.0556,3739.229,3999.0246,0.935,353.569,1812.0833,R3_060,R3
105,6.4626,4.3451,0.0463,0.0556,673.7185,450.3918,1.4958,486.9905,1850.5524,R3_060,R3
140,5.5223,4.4905,0.0463,0.0556,766.6464,620.8811,1.2348,658.7071,1912.3286,R3_060,R3
142,5.458,4.3736,0.0463,0.0556,768.4629,613.1489,1.2533,743.5,1365,R3_060,R3
211,5.9351,6.0035,0.0463,0.0556,1242.5451,1254.9898,0.9901,782.9905,1832.0711,R3_060,R3
132,6.3949,4.2115,0.0463,0.0556,838.0144,548.5719,1.5276,866,294.1591,R3_060,R3
158,7.0378,4.4886,0.0463,0.0556,1104.6566,700.4047,1.5772,973.8734,313.8418,R3_060,R3
116,5.2187,4.2151,0.0463,0.0556,600.0069,482.5016,1.2435,1303.5,897,R3_060,R3
226,16.0064,9.5373,0.0446,0.0511,3607.3702,2143.8912,1.6826,333.2611,291.9027,R4_061,R4
158,16.2696,9.39,0.0446,0.0511,2563.5545,1475.5462,1.7374,938.9557,953,R4_061,R4
181,17.0368,9.3763,0.0446,0.0511,3075.5963,1687.8711,1.8222,1169.7514,1101.4309,R4_061,R4
450,25.7597,17.3216,0.0446,0.0511,11571.8067,7771.7114,1.489,1417.2867,1575.0022,R4_061,R4
197,16.6567,13.8571,0.0446,0.0511,3272.5923,2719.781,1.2033,1512.4619,855.3401,R4_061,R4
408,22.4969,15.9533,0.0446,0.0511,9160.5404,6488.0881,1.4119,1797.2549,1812.1397,R4_061,R4
277,11.5382,6.357,0.0413,0.047,3184.6282,1747.872,1.822,384.5199,1856.9567,R4_062,R4
475,16.7611,8.6318,0.0413,0.047,7941.8958,4077.8007,1.9476,532.8821,1062.4716,R4_062,R4
341,20.8022,13.3445,0.0413,0.047,7079.4664,4534.4495,1.5613,1128.0674,615.6979,R4_062,R4
333,13.7789,5.9495,0.0413,0.047,4574.6095,1965.5253,2.3274,1281.9189,871.6607,R4_062,R4
306,13.1842,9.1678,0.0413,0.047,4021.721,2790.9755,1.441,1493.9706,379.6471,R4_062,R4
128,55.9984,24.3017,0.0222,0.0388,7164.9496,3105.6491,2.3071,378.5,593,R4_063,R4
336,67.1248,33.6432,0.0222,0.0388,22546.4628,11291.0481,1.9968,908.7262,1795.631,R4_063,R4
621,92.4659,34.2908,0.0222,0.0388,57407.5207,21270.4639,2.6989,1055.6023,633.496,R4_063,R4
308,68.3681,34.1923,0.0222,0.0388,21050.5354,10519.2575,2.0011,1332.8084,1751.0455,R4_063,R4
118,59.6355,24.7019,0.0222,0.0388,7034.3634,2910.244,2.4171,1481.0932,921.5169,R4_063,R4
223,63.0409,27.1833,0.0222,0.0388,14053.1734,6053.2238,2.3216,1844.5202,1023.9686,R4_063,R4
229,10.1174,4.9793,0.0249,0.0315,2311.1809,1133.0529,2.0398,657.4672,1207.7074,R4_064,R4
698,223.556,89.0574,0.0249,0.0315,156024.672,62140.0548,2.5109,747.1103,830.7722,R4_064,R4
507,136.6269,51.8297,0.0249,0.0315,69257.2174,26261.7122,2.6372,1759.2722,716.8343,R4_064,R4
478,126.9418,57.3675,0.009,0.0259,60673.908,27409.2513,2.2136,842.0146,1445.1695,R4_065,R4
456,133.52,45.9682,0.009,0.0259,60881.045,20949.6797,2.9061,1170.5088,401.7368,R4_065,R4
608,174.409,79.7584,0.009,0.0259,106035.247,48477.3725,2.1873,1836.176,1438.3832,R4_065,R4
336,53.7909,17.7332,0.0246,0.0364,18065.4835,5946.1192,3.0382,422.4167,301.4583,R4_066,R4
467,90.9756,37.7476,0.0246,0.0364,42474.1092,17611.1346,2.4118,1101.8287,1122.9807,R4_066,R4
421,48.6757,21.0731,0.0246,0.0364,20482.0828,8856.4377,2.3127,1680.5558,1070.1045,R4_066,R4
346,74.6411,28.4674,0.0246,0.0364,25817.3046,9837.116,2.6245,1779.1503,796.789,R4_066,R4
348,205.8398,77.0042,0.0128,0.0252,71627.7794,26788.6652,2.6738,733.6609,615.4511,R4_067,R4
158,111.7728,47.667,0.0128,0.0252,17658.0813,7527.4018,2.3458,863,1174.5,R4_067,R4
117,104.6515,45.9392,0.0128,0.0252,12242.7229,5371.9302,2.279,872.453,1210.5128,R4_067,R4
490,210.9032,85.6619,0.0128,0.0252,103336.3159,41961.9663,2.4626,1045.5327,819.9408,R4_067,R4
325,183.8253,64.5718,0.0128,0.0252,59739.0532,20977.641,2.8477,1277.6431,348.6923,R4_067,R4
81,109.6517,59.9181,0.0128,0.0252,8880.7501,4851.325,1.8306,1909,1966,R4_067,R4
184,109.0543,34.2448,0.0201,0.0338,20062.3011,6294.8243,3.1871,508.9837,212.6359,R5_092,R5
227,111.4832,35.428,0.0201,0.0338,25302.1229,8034.483,3.1492,697.5683,288.0396,R5_092,R5
414,108.8647,36.1873,0.0201,0.0338,45061.6773,14967.5272,3.0106,1034.0072,428.4469,R5_092,R5
459,191.4107,73.3854,0.0201,0.0338,87848.3005,33668.347,2.6092,1057.3355,877.8889,R5_092,R5
336,199.2847,85.0752,0.0201,0.0338,66952.9052,28573.8853,2.3432,1347.8839,1231.1548,R5_092,R5
475,224.4158,95.6563,0.0151,0.0263,106590.3689,45424.2468,2.3466,502.68,1091.0442,R5_093,R5
387,301.7464,98.7562,0.0151,0.0263,116770.0358,38208.4706,3.0561,963.5969,237.062,R5_093,R5
395,115.678,49.9733,0.0151,0.0263,45686.8644,19729.0916,2.3157,1004.238,1379.7899,R5_093,R5
324,144.9283,69.3313,0.0151,0.0263,46951.895,22454.8414,2.0909,1590.9877,394.5494,R5_093,R5
332,71.4696,32.9817,0.0215,0.0351,23720.7772,10938.2866,2.1686,363.6898,1598.756,R5_094,R5
344,169.0365,65.4916,0.0215,0.0351,58141.1879,22517.0334,2.5821,543.6802,121.3605,R5_094,R5
400,89.112,56.9226,0.0215,0.0351,35636.2202,22755.0091,1.5661,621.9575,1710.705,R5_094,R5
479,110.5471,50.6588,0.0215,0.0351,52941.776,24248.7646,2.1833,1772.7516,1677.8873,R5_094,R5
389,101.899,42.5248,0.0235,0.0335,39629.5895,16529.089,2.3976,187.2442,1072.1208,R5_095,R5
323,123.3899,63.9635,0.0235,0.0335,39847.3588,20649.3842,1.9297,354.0805,1813.8483,R5_095,R5
316,81.1111,40.347,0.0235,0.0335,25623.6789,12739.0499,2.0114,524.5506,1839.9842,R5_095,R5
330,129.3717,45.6702,0.0235,0.0335,42684.9222,15060.1072,2.8343,933.9667,554.5394,R5_095,R5
340,103.3598,64.7666,0.0235,0.0335,35134.3605,22009.2517,1.5963,1931.8618,1390.7676,R5_095,R5
268,63.7553,39.2426,0.0545,0.0474,17071.7933,10504.297,1.6252,696.9552,1635.3993,R5_096,R5
179,50.5582,25.2079,0.0545,0.0474,9040.1602,4503.73,2.0073,1124.5419,1679,R5_096,R5
187,68.8098,22.7732,0.0545,0.0474,12857.2344,4249.7102,3.0254,1397.1711,84.1497,R5_096,R5
480,180.7075,89.4905,0.0545,0.0474,86713.4302,42932.6667,2.0198,1418.5625,1682.0396,R5_096,R5
232,70.2412,25.6453,0.0545,0.0474,16283.2968,5938.7118,2.7419,1591.8879,473.569,R5_096,R5
248,62.5904,28.1307,0.0545,0.0474,15508.8849,6964.6618,2.2268,1888.5202,1299.4556,R5_096,R5
380,40.2432,18.6791,0.0234,0.034,15283.5431,7085.1521,2.1571,177.8026,1438.1158,R5_097,R5
199,35.9442,18.5229,0.0234,0.034,7148.2549,3679.2832,1.9428,1021.2915,138.407,R5_097,R5
468,75.2253,27.2943,0.0234,0.034,35194.5326,12757.796,2.7587,1557.2009,627.2991,R5_097,R5
372,74.8694,28.8051,0.0234,0.034,27842.7114,10702.8563,2.6014,1942.2957,707.3306,R5_097,R5
433,167.9626,58.864,0.0135,0.0287,72721.944,25475.7112,2.8546,459.5889,486.7044,R5_098,R5
463,196.8781,81.1415,0.0135,0.0287,91148.3035,37555.2552,2.427,590.0065,1098.4514,R5_098,R5
198,126.9339,58.1076,0.0135,0.0287,25130.2422,11499.6338,2.1853,708.7525,1494.3687,R5_098,R5
473,188.2751,61.4529,0.0135,0.0287,89047.738,29053.6572,3.0649,1008.4017,221.797,R5_098,R5
296,74.4074,25.3272,0.0277,0.0384,22016.3914,7485.4883,2.9412,105.4797,251.3176,R5_099,R5
234,55.2341,23.6776,0.0277,0.0384,12918.3111,5531.5831,2.3354,428.4274,1313.7051,R5_099,R5
181,57.7832,25.7469,0.0277,0.0384,10453.7505,4653.2366,2.2466,900.3039,1226.1657,R5_099,R5
363,74.3636,30.2656,0.0277,0.0384,26983.9424,10972.4706,2.4592,1114.4132,1106.7631,R5_099,R5
276,65.3763,30.6288,0.0277,0.0384,18036.2165,8442.9558,2.1362,1354.0978,1680.3043,R5_099,R5
262,78.7523,27.3041,0.0277,0.0384,20625.8557,7143.6199,2.8873,1716.729,344.0038,R5_099,R5
182,54.6366,25.8696,0.0277,0.0384,9938.8297,4701.2771,2.1141,1952.1484,1639.6593,R5_099,R5
344,18.6512,7.6713,0.0444,0.05,6400.7433,2621.7286,2.4414,234.4099,603.9419,R6_100,R6
506,25.2714,12.6192,0.0444,0.05,12764.8608,6360.0523,2.007,1015.5356,1426.415,R6_100,R6
81,5.192,2.642,0.0444,0.05,416.9603,209.9503,1.986,1072,749,R6_100,R6
92,5.2416,2.7271,0.0444,0.05,478.1477,246.2944,1.9414,1215.5,894,R6_100,R6
231,7.2748,3.956,0.0444,0.05,1670.2302,902.2956,1.8511,1694.4026,1441.3593,R6_100,R6
339,9.667,8.8549,0.0444,0.05,3262.0749,2984.863,1.0929,2022.531,320.1121,R6_100,R6
553,25.5315,12.0767,0.044,0.0504,14094.5831,6650.5499,2.1193,102.8861,835.8987,R6_101,R6
387,23.6392,13.0195,0.044,0.0504,9131.3487,5019.0264,1.8193,497.4522,1151.646,R6_101,R6
252,21.0747,9.9385,0.044,0.0504,5299.7355,2491.7994,2.1269,588.3333,1091.0079,R6_101,R6
194,18.0314,8.9894,0.044,0.0504,3489.5507,1734.172,2.0122,1505.1649,1056.5206,R6_101,R6
327,24.8931,11.9665,0.044,0.0504,8125.6608,3896.5785,2.0853,1980.0765,938.3456,R6_101,R6
252,72.2741,30.2485,0.0323,0.0395,18204.9387,7612.6626,2.3914,108.1151,729.4722,R6_102,R6
152,53.0238,23.5297,0.0323,0.0395,8054.7043,3570.5118,2.2559,329.5,1188.5,R6_102,R6
336,80.3205,26.3296,0.0323,0.0395,26976.8384,8833.4668,3.0539,403.8839,76.5536,R6_102,R6
237,58.7671,31.6226,0.0323,0.0395,13920.1629,7485.182,1.8597,432.1857,1870.2954,R6_102,R6
328,66.8305,29.3125,0.0323,0.0395,21909.8324,9601.5308,2.2819,949.1098,991.6982,R6_102,R6
197,59.9545,23.4916,0.0323,0.0395,11804.6825,4620.0494,2.5551,1269,654,R6_102,R6
314,67.0509,28.6079,0.0323,0.0395,21043.8374,8970.4718,2.3459,1397.9936,819.4363,R6_102,R6
170,20.6738,9.3038,0.0424,0.0468,3507.3408,1573.6884,2.2287,215,876.5,R6_103,R6
217,20.7545,13.4395,0.0424,0.0468,4494.5371,2906.2099,1.5465,368.9908,1984.9124,R6_103,R6
266,23.0938,11.5926,0.0424,0.0468,6131.6731,3071.1754,1.9965,855.2218,402.9474,R6_103,R6
112,21.1167,8.5996,0.0424,0.0468,2360.3281,957.9107,2.464,1002.8661,656.1786,R6_103,R6
365,23.5711,13.1338,0.0424,0.0468,8588.0023,4776.7716,1.7979,1151.5452,1725.4466,R6_103,R6
220,25.8256,11.5452,0.0424,0.0468,5672.3175,2529.6408,2.2423,1479.9091,691.1818,R6_103,R6
335,27.0313,12.7654,0.0424,0.0468,9041.3084,4260.7477,2.122,1591.2627,101.4537,R6_103,R6
376,25.4338,12.5329,0.0405,0.0458,9547.9059,4695.1737,2.0336,471.3777,960.617,R6_104,R6
170,16.8738,7.5712,0.0405,0.0458,2861.6614,1279.328,2.2368,504.3588,1122.1588,R6_104,R6
266,20.0494,8.3342,0.0405,0.0458,5322.3665,2204.7292,2.4141,846.312,578.6955,R6_104,R6
184,12.9223,11.0617,0.0405,0.0458,2370.2534,2026.9329,1.1694,1398.3098,637.337,R6_104,R6
92,13.3998,12.3811,0.0405,0.0458,1229.0591,1134.851,1.083,1472,1421.5,R6_104,R6
173,13.6302,12.2492,0.0405,0.0458,2351.0273,2111.1992,1.1136,1482.0867,1440.052,R6_104,R6
345,22.6879,10.0183,0.0405,0.0458,7813.3739,3440.5361,2.271,1811.6841,569.9971,R6_104,R6
305,51.9133,34.2718,0.0299,0.0393,15824.4354,10440.915,1.5156,418.9967,1750.6262,R6_105,R6
256,39.7544,17.605,0.0299,0.0393,10169.4616,4496.8003,2.2615,440.6484,723.5195,R6_105,R6
200,34.2101,17.0709,0.0299,0.0393,6836.0343,3406.3116,2.0069,956.65,1451.225,R6_105,R6
273,40.3341,16.6159,0.0299,0.0393,11003.0459,4525.4072,2.4314,1484.4982,517.7912,R6_105,R6
617,43.902,22.6333,0.0299,0.0393,27069.0669,13940.4522,1.9418,1510.6953,1035.3452,R6_105,R6
531,189.2768,64.1643,0.0156,0.0249,100497.7182,34057.9808,2.9508,342.6893,583.9529,R7_130,R7
267,108.279,38.2715,0.0156,0.0249,28906.3397,10211.8363,2.8307,600.5019,767.0337,R7_130,R7
347,127.4289,70.0629,0.0156,0.0249,44212.4224,24303.1903,1.8192,1656.2392,1721.7781,R7_130,R7
405,185.2811,63.5662,0.0156,0.0249,75032.5552,25734.2048,2.9157,1730.9778,546.3531,R7_130,R7
116,65.4532,23.8154,0.0241,0.0377,7589.7785,2758.2164,2.7517,463.5,340,R7_131,R7
116,64.4871,23.2622,0.0241,0.0377,7477.707,2694.0416,2.7756,471.5,325,R7_131,R7
166,64.4391,30.6653,0.0241,0.0377,10692.881,5084.1873,2.1032,660.6145,1693.1867,R7_131,R7
268,77.7907,28.4325,0.0241,0.0377,20841.4599,7609.812,2.7388,721.8246,754.2463,R7_131,R7
207,76.1617,24.741,0.0241,0.0377,15760.4799,5113.5953,3.0821,1135.8696,325.913,R7_131,R7
389,122.678,45.9267,0.0241,0.0377,47712.3512,17850.8295,2.6728,1154.2622,476.4576,R7_131,R7
246,75.2081,33.6459,0.0241,0.0377,18495.2623,8267.6165,2.2371,1204.0285,1517.5366,R7_131,R7
267,93.7562,32.1956,0.0241,0.0377,25026.4644,8586.1632,2.9147,1860.8989,540.1536,R7_131,R7
154,54.0615,19.0558,0.0711,0.0515,8314.5201,2926.659,2.841,406.8182,631.2987,R7_132,R7
345,109.2792,40.5744,0.0711,0.0515,37676.7843,13980.39,2.695,433.7623,907.9942,R7_132,R7
376,75.2656,34.142,0.0711,0.0515,28273.1272,12818.0222,2.2057,842.6144,1563.0665,R7_132,R7
328,60.8016,25.1185,0.0711,0.0515,19919.5993,8221.9764,2.4227,1355.1006,1262.3628,R7_132,R7
413,150.3248,68.4593,0.0711,0.0515,62054.7864,28252.4389,2.1964,1658.4431,757.9855,R7_132,R7
292,100.932,38.3404,0.0293,0.0402,29463.6112,11183.6635,2.6345,304.5,975,R7_133,R7
309,109.1352,46.4446,0.0293,0.0402,33713.7368,14338.9853,2.3512,622.8544,1462.3948,R7_133,R7
269,94.252,40.7008,0.0293,0.0402,25345.9257,10937.7133,2.3173,1575,1436.5316,R7_133,R7
285,78.5854,34.5595,0.0293,0.0402,22388.4921,9838.0071,2.2757,1893.9018,1455.5333,R7_133,R7
202,72.5529,31.7331,0.0293,0.0402,14649.7801,6401.9776,2.2883,1898.7376,1410.1733,R7_133,R7
125,72.3364,26.7472,0.0293,0.0402,9038.3986,3338.3822,2.7074,1917,778,R7_133,R7
273,81.599,29.0347,0.0293,0.0402,22268.5447,7915.5076,2.8133,1936.2418,618.1392,R7_133,R7
283,53.0532,18.9545,0.0257,0.0378,15006.7868,5353.4166,2.8032,559.2403,638.7138,R7_134,R7
478,67.3823,27.1633,0.0257,0.0378,32196.4833,12965.9703,2.4832,755.3054,1138.954,R7_134,R7
424,130.3096,57.4292,0.0257,0.0378,55240.3606,24333.9376,2.2701,855.2217,1627.1038,R7_134,R7
459,93.9559,31.0441,0.0257,0.0378,43113.9472,14231.8947,3.0294,1488.5795,463.3965,R7_134,R7
417,135.365,55.0532,0.038,0.0359,56431.3469,22942.1966,2.4597,338.4149,1116.988,R7_135,R7
484,226.4723,70.2863,0.038,0.0359,109594.1968,34001.1903,3.2232,390.8822,206.4442,R7_135,R7
329,132.4453,51.0092,0.038,0.0359,43561.9924,16770.2094,2.5976,969.0821,951.0942,R7_135,R7
401,159.7144,93.4862,0.038,0.0359,64030.2263,37473.5532,1.7087,1266.6085,1796.7382,R7_135,R7
305,66.4391,22.7721,0.0544,0.0494,20247.3289,6930.4228,2.9215,325.9082,528.7344,R7_136,R7
252,68.8669,24.1333,0.0544,0.0494,17340.7479,6069.1458,2.8572,621.754,611.1468,R7_136,R7
528,58.0704,27.8997,0.0544,0.0494,30632.4266,14704.955,2.0831,732.4602,1836.3258,R7_136,R7
520,119.9099,46.789,0.0544,0.0494,62324.8203,24304.5625,2.5643,1732.1769,1037.6231,R7_136,R7
