objectArea,channel1_MeanIntensity,channel2_MeanIntensity,channel1_MeanBackgroundIntensity,channel2_MeanBackgroundIntensity,channel1_IntegratedIntensityAboveBackground,channel2_IntegratedIntensityAboveBackground,ratio_1_over_2,xPosition,yPosition,FileName,Condition
191,74.6233,31.6777,0.0304,0.0387,14247.236,6043.0567,2.3576,249,1223,R7_137,R7
408,108.965,47.8378,0.0304,0.0387,44445.3371,19502.0522,2.279,685.2598,1504.2574,R7_137,R7
332,100.8254,32.2937,0.0304,0.0387,33463.946,10708.6895,3.1249,772.5181,334.488,R7_137,R7
197,82.7055,38.773,0.0304,0.0387,16286.9867,7630.6579,2.1344,804.3198,1778.132,R7_137,R7
311,84.6569,33.7717,0.0304,0.0387,26318.853,10490.9653,2.5087,969.5048,1110.4759,R7_137,R7
304,82.7835,35.5139,0.0304,0.0387,25156.9278,10784.478,2.3327,1523.0428,1434.227,R7_137,R7
147,38.524,12.519,0.0474,0.0543,5656.0669,1832.3223,3.0868,523.2789,420.483,R8_145,R8
288,42.7901,15.4191,0.0474,0.0543,12309.9037,4425.0839,2.7818,689.0139,803.0764,R8_145,R8
373,45.9533,14.5721,0.0474,0.0543,17122.9148,5415.166,3.162,1041.6595,317.7721,R8_145,R8
299,50.5548,19.1735,0.0474,0.0543,15101.7385,5716.6585,2.6417,1077.5585,896.9465,R8_145,R8
180,29.1779,18.6378,0.0474,0.0543,5243.499,3345.0306,1.5675,1295.8611,464.8611,R8_145,R8
253,38.4613,17.4886,0.0474,0.0543,9718.7278,4410.8824,2.2034,1740.5059,1535.3162,R8_145,R8
420,45.2492,18.0666,0.0932,0.066,18965.4954,7560.2798,2.5086,480.6786,1001.7143,R8_146,R8
168,25.904,10.0322,0.0932,0.066,4336.2147,1674.3287,2.5898,1130.2679,964.75,R8_146,R8
221,30.0123,10.2417,0.0932,0.066,6612.1151,2248.8335,2.9402,1130.0362,535.19,R8_146,R8
215,33.1929,10.8016,0.0932,0.066,7116.4309,2308.1629,3.0832,1186.1721,352.7442,R8_146,R8
128,26.3594,10.421,0.0932,0.066,3362.0749,1325.4476,2.5366,1327,873.5,R8_146,R8
187,27.5612,10.4032,0.0932,0.066,5136.5117,1933.0695,2.6572,1563.5348,894.492,R8_146,R8
176,24.8062,12.446,0.0932,0.066,4349.4812,2178.8861,1.9962,1949.8807,1390.3011,R8_146,R8
513,44.6852,14.4951,0.0413,0.0479,22902.3467,7411.4353,3.0901,347.8772,360.3879,R8_147,R8
430,50.3514,19.0105,0.0413,0.0479,21633.3538,8153.9567,2.6531,584.7047,947.2209,R8_147,R8
499,24.0176,10.6305,0.0413,0.0479,11964.2053,5280.7527,2.2656,1380.7134,1585.2385,R8_147,R8
196,20.1213,8.1812,0.0413,0.0479,3935.6838,1594.1409,2.4688,1872.9796,948.2347,R8_147,R8
271,26.2836,21.1516,0.0378,0.045,7112.6079,5719.9049,1.2435,417.9963,1647.9262,R8_148,R8
301,38.6624,14.8664,0.0378,0.045,11626.0047,4461.2422,2.606,511.6478,686.99,R8_148,R8
216,20.0229,16.3213,0.0378,0.045,4316.775,3515.6832,1.2279,1200.5046,705.9259,R8_148,R8
137,17.3919,9.3587,0.0378,0.045,2377.5029,1275.9788,1.8633,1611.146,2004.3358,R8_148,R8
644,88.7254,35.6455,0.0378,0.045,57114.8174,22926.7543,2.4912,1834.4286,452.8323,R8_148,R8
512,56.9328,19.3957,0.0377,0.0421,29130.2864,9909.0315,2.9398,418.0508,337.3359,R8_149,R8
405,40.1086,20.1361,0.0377,0.0421,16228.7266,8138.0738,1.9942,907.0247,1853.9951,R8_149,R8
282,31.6395,11.7148,0.0377,0.0421,8911.7139,3291.6931,2.7073,1542.1702,603.7092,R8_149,R8
361,27.2157,13.6708,0.0377,0.0421,9811.2518,4919.9643,1.9942,1625.8172,1161.3961,R8_149,R8
401,79.0965,32.597,0.0322,0.0338,31704.7665,13057.8225,2.428,550.2594,1190.5885,R8_150,R8
359,52.7046,21.1307,0.0322,0.0338,18909.3924,7573.7702,2.4967,652.5181,1068.844,R8_150,R8
92,31.1062,16.6448,0.0322,0.0338,2858.8081,1528.2101,1.8707,737,2016.5,R8_150,R8
535,140.3301,62.0521,0.0322,0.0338,75059.3896,33179.7903,2.2622,1671.9944,1549.828,R8_150,R8
166,33.7707,14.8696,0.0322,0.0338,5600.5886,2462.7311,2.2741,1874.2771,321.6928,R8_150,R8
715,75.6357,26.1129,0.0362,0.0351,54053.6079,18645.6244,2.899,562.4112,682.8252,R8_151,R8
236,45.7477,15.6775,0.0362,0.0351,10787.9131,3691.6067,2.9223,752.6992,1097.1822,R8_151,R8
392,48.6681,20.4935,0.0362,0.0351,19063.6928,8019.6952,2.3771,993.9439,1243.0179,R8_151,R8
216,47.72,15.3562,0.0362,0.0351,10299.6951,3309.3586,3.1123,1343.1759,338.6157,R8_151,R8
383,37.8522,15.9407,0.0408,0.0488,14481.771,6086.5848,2.3793,353.2298,1226.0444,R8_152,R8
342,54.1583,25.1356,0.0408,0.0488,18508.1685,8579.6966,2.1572,671.7719,1550.883,R8_152,R8
337,63.1176,24.8838,0.0408,0.0488,21256.866,8369.3899,2.5398,1159.5401,922.2255,R8_152,R8
230,25.9879,17.1327,0.0408,0.0488,5967.8271,3929.2997,1.5188,1196.9609,969.0043,R8_152,R8
158,26.8258,11.6838,0.0408,0.0488,4232.025,1838.3257,2.3021,1308.9241,960.5127,R8_152,R8
249,34.4065,13.5086,0.0408,0.0488,8557.0524,3351.4954,2.5532,1578.249,957.261,R8_152,R8
263,51.8918,19.0057,0.1449,0.0816,13609.4382,4977.042,2.7344,134.7985,735.346,R8_153,R8
310,83.3485,30.7359,0.1449,0.0816,25793.1083,9502.8375,2.7143,1091.4226,754.1484,R8_153,R8
245,59.1703,28.6953,0.1449,0.0816,14461.2182,7010.3691,2.0628,1151.0327,1799.8735,R8_153,R8
289,77.2577,31.4304,0.1449,0.0816,22285.5904,9059.7967,2.4598,1152.6505,400.7093,R8_153,R8
141,47.9744,37.2622,0.1449,0.0816,6743.9602,5242.4666,1.2864,1375.0355,1344.5177,R8_153,R8
104,45.6867,17.9675,0.1449,0.0816,4736.3496,1860.1378,2.5462,1396,1029.5,R8_153,R8
249,8.4349,9.7283,0.0413,0.0491,2090.0063,2410.1129,0.8672,703.004,1822.5382,RY1_012,RY1
403,9.146,8.9177,0.0413,0.0491,3669.1911,3574.0317,1.0266,1114.1216,668.5186,RY1_012,RY1
188,10.6523,7.0325,0.0413,0.0491,1994.8596,1312.8774,1.5195,1215.8936,736.5585,RY1_012,RY1
386,8.6305,9.291,0.0413,0.0491,3315.4409,3567.3681,0.9294,1224.9145,1595.8394,RY1_012,RY1
270,12.5529,7.2206,0.0413,0.0491,3378.1153,1936.3091,1.7446,1551.1519,1832.3037,RY1_012,RY1
314,8.6149,7.7891,0.0414,0.0483,2692.0937,2430.6126,1.1076,622.0382,1554.9936,RY1_013,RY1
316,12.4761,8.0733,0.0414,0.0483,3929.386,2535.8989,1.5495,843.4177,313.3354,RY1_013,RY1
199,12.9165,6.9073,0.0414,0.0483,2562.1585,1364.952,1.8771,1234.0402,504.4874,RY1_013,RY1
311,8.2973,7.8877,0.0414,0.0483,2567.6034,2438.0542,1.0531,1631.9068,971.0418,RY1_013,RY1
159,7.2969,5.9763,0.0414,0.0483,1153.6238,942.5496,1.2239,1705.4591,1414.4151,RY1_013,RY1
162,7.403,6.1353,0.0414,0.0483,1192.5793,986.0946,1.2094,1720.5,1429.5,RY1_013,RY1
81,7.3414,7.3511,0.0414,0.0483,591.2987,591.5284,0.9996,1785,1631,RY1_013,RY1
145,7.0669,7.0853,0.0414,0.0483,1018.7001,1020.365,0.9984,1791.7241,1613,RY1_013,RY1
265,7.7589,6.8297,0.04,0.0445,2045.502,1798.0892,1.1376,179.5472,807.1509,RY1_014,RY1
266,10.8429,8.9361,0.04,0.0445,2873.5766,2365.1831,1.2149,1147.812,512.718,RY1_014,RY1
263,8.6185,6.5747,0.04,0.0445,2256.1362,1717.4446,1.3137,1161.3042,348.2281,RY1_014,RY1
609,18.0594,13.0391,0.04,0.0445,10973.813,7913.7421,1.3867,1193.936,668.9195,RY1_014,RY1
269,6.4879,6.5435,0.04,0.0445,1734.4818,1748.248,0.9921,1642.5279,1829.2862,RY1_014,RY1
184,5.8115,3.4876,0.0406,0.0499,1061.8328,632.533,1.6787,620.8533,1571.1957,RY1_015,RY1
481,12.3135,6.737,0.0406,0.0499,5903.2645,3216.5025,1.8353,835.3909,313.605,RY1_015,RY1
123,4.7997,4.4551,0.0406,0.0499,585.3611,541.8481,1.0803,947.3577,1136.6829,RY1_015,RY1
160,4.7012,4.2565,0.0406,0.0499,745.697,673.0665,1.1079,1822.1625,1251.7875,RY1_015,RY1
569,10.1478,8.217,0.0406,0.0499,5750.9804,4647.1027,1.2375,1881.6696,202.942,RY1_015,RY1
128,2.5278,1.9303,0.043,0.0526,318.0656,240.344,1.3234,447.0469,549,RY1_016,RY1
282,3.2395,2.8951,0.043,0.0526,901.438,801.5679,1.1246,776.6809,684.2872,RY1_016,RY1
254,3.5622,2.64,0.043,0.0526,893.8926,657.1888,1.3602,1062.3465,456.1969,RY1_016,RY1
541,3.8589,4.0144,0.043,0.0526,2064.4405,2143.3494,0.9632,1610.5952,1666.5582,RY1_016,RY1
103,3.6593,2.0531,0.043,0.0526,372.4807,206.0515,1.8077,1668,342,RY1_016,RY1
160,2.4885,2.0716,0.043,0.0526,391.2863,323.0386,1.2113,1706.0062,717.0375,RY1_016,RY1
127,23.551,13.9435,0.0389,0.0462,2986.0373,1764.9584,1.6918,176.8425,1133.6772,RY2_023,RY2
445,51.8323,22.1779,0.0389,0.0462,23048.0322,9848.6102,2.3402,461.6382,606.3191,RY2_023,RY2
339,42.835,17.3283,0.0389,0.0462,14507.881,5858.6095,2.4763,679.5074,89.9469,RY2_023,RY2
294,33.5512,13.7771,0.0389,0.0462,9852.6162,4036.8646,2.4407,1410.9592,299.7959,RY2_023,RY2
348,36.9739,14.7974,0.0389,0.0462,12853.3539,5133.4059,2.5039,1638.6408,414.8276,RY2_023,RY2
151,25.2362,17.8986,0.0389,0.0462,3804.7875,2695.7028,1.4114,1654.649,1667.351,RY2_023,RY2
432,50.3393,23.2825,0.023,0.0337,21736.6528,10043.4904,2.1643,201.6528,637.5741,RY2_024,RY2
398,58.7298,26.8221,0.023,0.0337,23365.3099,10661.763,2.1915,331.8593,960.6935,RY2_024,RY2
275,37.617,18.9179,0.023,0.0337,10338.3621,5193.1591,1.9908,533.2582,1213.0218,RY2_024,RY2
307,42.107,21.7554,0.023,0.0337,12919.7894,6668.5517,1.9374,1573.8274,1460.4332,RY2_024,RY2
327,54.5319,22.9243,0.023,0.0337,17824.4186,7485.2298,2.3813,1841.9939,572.1131,RY2_024,RY2
188,25.7843,14.2513,0.0318,0.0367,4841.4608,2672.3438,1.8117,82,1124.7394,RY2_025,RY2
368,53.7909,40.3073,0.0318,0.0367,19783.3359,14819.5789,1.3349,86.9783,1387.7228,RY2_025,RY2
384,70.3565,51.34,0.0318,0.0367,27004.6891,19700.4892,1.3708,544.6224,1431.3177,RY2_025,RY2
227,27.2366,14.2797,0.0318,0.0367,6175.4805,3233.1733,1.91,675.5551,1486.3348,RY2_025,RY2
469,57.6963,21.7787,0.0318,0.0367,27044.6157,10197.0194,2.6522,1788.4861,543.2473,RY2_025,RY2
296,33.0547,17.1249,0.0336,0.0435,9774.2492,5056.1017,1.9332,568.5405,1255.5372,RY2_026,RY2
210,32.5963,13.599,0.0336,0.0435,6838.1567,2846.6511,2.4022,637.4524,512.4619,RY2_026,RY2
435,29.6879,15.2339,0.0336,0.0435,12899.5996,6607.794,1.9522,673.4046,1332.0529,RY2_026,RY2
168,25.0245,13.871,0.0336,0.0435,4198.4623,2323.0223,1.8073,1165.4702,684.0655,RY2_026,RY2
252,28.6312,16.2224,0.0336,0.0435,7206.5973,4077.0885,1.7676,1240.7381,1785.0238,RY2_026,RY2
148,33.2387,12.2275,0.0336,0.0435,4914.3579,1803.2286,2.7253,1610.3784,280.6959,RY2_026,RY2
234,24.8056,13.273,0.0336,0.0435,5796.6383,3095.6944,1.8725,1714.406,1750.5299,RY2_026,RY2
233,93.3878,39.7684,0.0215,0.0336,21754.3485,9258.1985,2.3497,175.9785,526.0558,RY2_027,RY2
623,123.434,73.6089,0.0215,0.0336,76885.957,45837.3774,1.6774,360.0674,1634.3098,RY2_027,RY2
313,76.8035,42.746,0.0215,0.0336,24032.7747,13368.9613,1.7977,1378.5687,855.3387,RY2_027,RY2
210,92.2052,37.5232,0.0215,0.0336,19358.5724,7872.8108,2.4589,1455.4238,373.4952,RY2_027,RY2
248,82.2588,40.3107,0.0215,0.0336,20394.8348,9988.7238,2.0418,1452.5,1182.5,RY2_027,RY2
151,73.0575,36.2441,0.0236,0.0336,11028.1189,5467.7776,2.0169,355.0397,543.3907,RY2_028,RY2
289,102.2685,73.0326,0.0236,0.0336,29548.7782,21096.6941,1.4006,595.3737,1286.0311,RY2_028,RY2
320,84.7407,41.2674,0.0236,0.0336,27109.4545,13194.8251,2.0546,784.8937,1152.3688,RY2_028,RY2
426,76.4876,35.04,0.0236,0.0336,32573.6404,14912.7368,2.1843,1110.6854,898.2207,RY2_028,RY2
139,62.036,44.951,0.0236,0.0336,8619.7205,6243.5129,1.3806,1106.5036,1102.0432,RY2_028,RY2
360,107.4825,65.8617,0.0236,0.0336,38685.2006,23698.1228,1.6324,1526.1194,610.3444,RY2_028,RY2
370,4.0617,3.8044,0.0424,0.0525,1487.1467,1388.2055,1.0713,914.7811,1902.4757,RY3_044,RY3
292,3.1649,3.1242,0.0424,0.0525,911.7737,896.9422,1.0165,963.1438,1834.0616,RY3_044,RY3
440,4.2493,3.8022,0.0424,0.0525,1851.0371,1649.8912,1.1219,1048.75,1606.3045,RY3_044,RY3
379,6.3862,5.6943,0.0424,0.0525,2404.3319,2138.2528,1.1244,1529.9974,845.4776,RY3_044,RY3
292,3.6063,3.2475,0.0424,0.0525,1040.6832,932.9404,1.1155,1646.7808,1397.8493,RY3_044,RY3
358,6.3893,6.692,0.0404,0.0506,2272.8935,2377.5911,0.956,35.743,1715.2933,RY3_045,RY3
624,7.7877,7.1597,0.0404,0.0506,4834.3136,4436.0702,1.0898,583.2596,1039.9936,RY3_045,RY3
103,4.2192,2.8699,0.0404,0.0506,430.4131,290.3859,1.4822,1000,243,RY3_045,RY3
92,3.2576,2.6965,0.0404,0.0506,295.983,243.416,1.216,1312,1728.5,RY3_045,RY3
391,13.7136,10.5584,0.0404,0.0506,5346.2224,4108.5503,1.3012,1555.9642,445.7494,RY3_045,RY3
150,9.79,6.379,0.0387,0.0418,1462.6984,950.5804,1.5387,238.1667,173.1333,RY3_046,RY3
412,27.7213,21.2747,0.0387,0.0418,11405.2213,8747.932,1.3038,497.7282,282.2015,RY3_046,RY3
118,14.9023,9.195,0.0387,0.0418,1753.9096,1080.0714,1.6239,1038.3475,182.6525,RY3_046,RY3
634,19.2453,16.4782,0.0387,0.0418,12176.9871,10420.6686,1.1685,1251.2666,1074.4322,RY3_046,RY3
245,8.7497,9.1388,0.0387,0.0418,2134.1921,2228.7609,0.9576,1339.7714,1880.9755,RY3_046,RY3
154,9.2712,7.7523,0.049,0.0504,1420.2175,1186.0887,1.1974,112.2078,1132.3636,RY3_047,RY3
168,9.0044,6.5104,0.049,0.0504,1504.5021,1085.2766,1.3863,146,252.5,RY3_047,RY3
260,11.4504,11.2376,0.049,0.0504,2964.3537,2908.6569,1.0191,802.9115,1515.3346,RY3_047,RY3
600,23.0745,21.1728,0.049,0.0504,13815.2487,12673.4447,1.0901,1217.5283,817.8033,RY3_047,RY3
363,12.6179,10.918,0.049,0.0504,4562.4812,3944.9189,1.1565,1984.438,964.2755,RY3_047,RY3
326,8.6673,7.6027,0.0435,0.0535,2811.3346,2461.0489,1.1423,525.8558,1319.4264,RY3_048,RY3
219,5.6151,3.7362,0.0435,0.0535,1220.1785,806.5081,1.5129,646.3105,1861.6393,RY3_048,RY3
464,10.9553,8.5216,0.0435,0.0535,5063.059,3929.2258,1.2886,670.3599,692.5905,RY3_048,RY3
411,17.3185,9.3443,0.0435,0.0535,7100.0008,3818.5474,1.8593,1095.0803,366.6156,RY3_048,RY3
236,7.9356,4.2862,0.0435,0.0535,1862.5249,998.9331,1.8645,1759.3093,914.75,RY3_048,RY3
494,17.6222,9.0325,0.0432,0.0462,8684.0091,4439.2079,1.9562,278.4352,279.9737,RY3_049,RY3
252,8.344,6.4461,0.0432,0.0462,2091.7864,1612.7672,1.297,1052.8651,1290.8333,RY3_049,RY3
315,7.1296,5.6609,0.0432,0.0462,2232.2199,1768.6153,1.2621,1228.8349,1246.6095,RY3_049,RY3
488,25.9011,24.6396,0.0432,0.0462,12618.6295,12001.5676,1.0514,1688.875,1366.3361,RY3_049,RY3
105,7.2016,6.8835,0.0391,0.0439,752.0594,718.1582,1.0472,134.9905,882.4476,RY3_050,RY3
205,7.5918,7.5503,0.0391,0.0439,1548.3085,1538.8006,1.0062,462.5366,814.5122,RY3_050,RY3
182,10.3955,6.1388,0.0391,0.0439,1884.8575,1109.2643,1.6992,499.989,273.033,RY3_050,RY3
361,7.9776,8.0476,0.0391,0.0439,2865.7783,2889.3382,0.9918,985.5263,1113.5152,RY3_050,RY3
662,11.456,13.001,0.0391,0.0439,7557.9747,8577.6032,0.8811,1222.5529,1487.932,RY3_050,RY3
81,7.5634,5.9568,0.0391,0.0439,609.4693,478.9456,1.2725,1656,1209,RY3_050,RY3
354,17.265,17.6137,0.0364,0.0417,6098.9092,6220.4826,0.9805,621.8136,1261.774,RY3_051,RY3
424,15.9347,12.5085,0.0364,0.0417,6740.8874,5285.9124,1.2753,1365.7476,258.9269,RY3_051,RY3
874,14.6193,15.2668,0.0364,0.0417,12745.4201,13306.7612,0.9578,1373.5561,1690.8753,RY3_051,RY3
173,64.2035,33.0978,0.0073,0.0175,11105.9478,5722.8941,1.9406,87.4855,1524.5376,RY4_068,RY4
664,154.4139,82.4449,0.0073,0.0175,102525.9654,54731.8137,1.8732,864.0858,1793.9744,RY4_068,RY4
320,125.3567,53.4652,0.0073,0.0175,40111.7915,17103.266,2.3453,1142.3625,574.7375,RY4_068,RY4
169,97.5364,59.8527,0.0073,0.0175,16482.4102,10112.1576,1.63,2020.6864,1208.9349,RY4_068,RY4
239,110.042,47.3848,0.0223,0.0331,26294.6932,11317.0536,2.3235,279.364,976.1255,RY4_069,RY4
350,100.8461,34.9627,0.0223,0.0331,35288.3426,12225.3422,2.8865,326.2286,220.9743,RY4_069,RY4
281,101.3093,68.7372,0.0223,0.0331,28461.6393,19305.8332,1.4743,919.0783,1715.6619,RY4_069,RY4
253,60.6436,33.6358,0.0223,0.0331,15337.173,8501.4743,1.8041,927.3202,599.2569,RY4_069,RY4
323,66.1068,38.0749,0.0223,0.0331,21345.2954,12287.4937,1.7372,1092.6099,934.4923,RY4_069,RY4
216,55.4086,26.5084,0.0223,0.0331,11963.4359,5718.6501,2.092,1555.0324,1329.9954,RY4_069,RY4
430,162.2582,59.1611,0.0371,0.0306,69755.1016,25426.1032,2.7434,343.9651,376.2233,RY4_070,RY4
157,98.6414,50.3311,0.0371,0.0306,15480.8857,7897.1729,1.9603,1026.293,836.4841,RY4_070,RY4
211,93.0406,48.0603,0.0371,0.0306,19623.7527,10134.255,1.9364,1073.5355,1746.0142,RY4_070,RY4
81,105.5321,37.2869,0.0371,0.0306,8545.0939,3017.7545,2.8316,1403,435,RY4_070,RY4
273,103.1252,45.0724,0.0371,0.0306,28143.0545,12296.4104,2.2887,1413.0366,1203.5018,RY4_070,RY4
400,224.4145,98.5076,0.0371,0.0306,89750.9859,39390.7857,2.2785,1594.2525,1016.29,RY4_070,RY4
163,104.1432,43.5989,0.1111,0.0737,16957.2312,7094.6214,2.3902,311.3988,1113.454,RY4_071,RY4
283,118.2166,64.5633,0.1111,0.0737,33423.8506,18250.574,1.8314,377.1519,1822.8304,RY4_071,RY4
137,111.9418,45.7592,0.1111,0.0737,15320.8061,6258.9223,2.4478,740.4599,1088.5036,RY4_071,RY4
187,98.9114,53.6948,0.1111,0.0737,18475.6523,10027.1505,1.8426,952.2674,1817.8235,RY4_071,RY4
360,151.982,66.4656,0.1111,0.0737,54673.5167,23901.0858,2.2875,1164.1861,1255.7722,RY4_071,RY4
123,117.6184,44.6611,0.1111,0.0737,14453.4004,5484.2587,2.6354,1642.7886,725.8293,RY4_071,RY4
252,116.8478,57.8173,0.1111,0.0737,29417.6517,14551.3872,2.0216,1648.6865,1540.8849,RY4_071,RY4
131,89.7086,36.7073,0.0484,0.0387,11745.4752,4803.5759,2.4452,215,908,RY4_072,RY4
264,143.8333,51.5887,0.0484,0.0387,37959.1985,13609.1832,2.7892,285.5644,451.9962,RY4_072,RY4
263,121.9674,50.1655,0.0484,0.0387,32064.6948,13183.3333,2.4322,647.5665,902.3156,RY4_072,RY4
81,104.6158,38.4686,0.0484,0.0387,8469.9585,3112.8165,2.721,774,588,RY4_072,RY4
303,123.9874,61.6939,0.0484,0.0387,37553.515,18681.5115,2.0102,889.6205,1429.2343,RY4_072,RY4
103,86.4458,38.518,0.0484,0.0387,8898.9251,3963.3607,2.2453,903,1254,RY4_072,RY4
287,85.4233,37.3569,0.0484,0.0387,24502.5859,10710.3043,2.2878,1104.1568,1246.6655,RY4_072,RY4
129,86.6427,46.7191,0.0484,0.0387,11170.6615,6021.7618,1.855,1665.0853,2022.9845,RY4_072,RY4
174,85.397,41.8373,0.0484,0.0387,14850.6487,7272.9556,2.0419,1747.3678,1452.9943,RY4_072,RY4
210,108.0539,43.0937,0.0227,0.0333,22686.5633,9042.6779,2.5088,379.7619,873.9762,RY4_073,RY4
183,94.0168,40.6125,0.0227,0.0333,17200.9214,7425.9765,2.3163,493.5519,988.0273,RY4_073,RY4
269,102.5206,49.0812,0.0227,0.0333,27571.9347,13193.8825,2.0898,532.487,1339.5242,RY4_073,RY4
230,119.4328,50.1117,0.0227,0.0333,27464.3197,11518.0277,2.3845,615.5652,929.9957,RY4_073,RY4
283,117.688,45.7008,0.0227,0.0333,33299.2865,12923.8868,2.5766,935.318,667.3286,RY4_073,RY4
427,260.6085,101.1556,0.0227,0.0333,111270.1322,43179.2051,2.5769,1923.4895,367.9813,RY4_073,RY4
250,101.83,50.6276,0.0225,0.0327,25451.8833,12648.7314,2.0122,545.536,1595.036,RY4_074,RY4
114,167.1227,53.5342,0.0225,0.0327,19049.4262,6099.1731,3.1233,800,164.5,RY4_074,RY4
268,103.218,50.5458,0.0225,0.0327,27656.3935,13537.5121,2.0429,846.959,969.153,RY4_074,RY4
332,121.8003,43.6351,0.0225,0.0327,40430.2303,14476.0017,2.7929,1082.0181,354.1295,RY4_074,RY4
296,120.452,60.1648,0.0225,0.0327,35647.1376,17799.1176,2.0027,1137.5405,1349.6824,RY4_074,RY4
271,132.4497,46.3752,0.0225,0.0327,35887.7915,12558.8262,2.8576,1332.1476,223.8229,RY4_074,RY4
297,49.7354,26.7867,0.019,0.0299,14765.7628,7946.7707,1.8581,111.0707,653.2424,RY4_076,RY4
313,114.56,45.1249,0.019,0.0299,35851.317,14114.734,2.54,429.1821,520.0927,RY4_076,RY4
391,105.402,57.8383,0.019,0.0299,41204.7258,22603.0886,1.823,600.1023,1000.5985,RY4_076,RY4
525,101.9561,38.7117,0.019,0.0299,53516.9453,20307.9018,2.6353,1773.3943,784.4476,RY4_076,RY4
234,39.7803,13.9849,0.0414,0.0472,9298.9151,3261.4071,2.8512,260.6026,193.5427,RY5_077,RY5
234,26.9645,17.597,0.0414,0.0472,6300.0038,4106.6479,1.5341,313.9957,1397.453,RY5_077,RY5
257,38.9785,16.9486,0.0414,0.0472,10006.8362,4343.6595,2.3038,384.4591,785.3541,RY5_077,RY5
231,29.6319,25.3076,0.0414,0.0472,6835.4191,5835.135,1.1714,721.8788,1062.2597,RY5_077,RY5
353,38.4665,16.9025,0.0414,0.0472,13564.0906,5949.9231,2.2797,906.8074,608.068,RY5_077,RY5
391,42.5571,21.5515,0.0414,0.0472,16623.6693,8408.1469,1.9771,1241.7084,1076.4757,RY5_077,RY5
324,40.6622,20.2802,0.0346,0.0417,13163.3291,6557.2543,2.0074,201.4753,113.713,RY5_078,RY5
348,40.2135,29.3211,0.0346,0.0417,13982.2434,10189.205,1.3723,359.8046,1818.1149,RY5_078,RY5
265,52.8409,27.4047,0.0346,0.0417,13993.6776,7251.1797,1.9298,693.3019,373.1547,RY5_078,RY5
81,27.1424,13.0114,0.0346,0.0417,2195.7325,1050.5438,2.0901,841,1241,RY5_078,RY5
321,36.1801,15.3048,0.0346,0.0417,11602.7082,4899.4305,2.3682,1117.352,225.1558,RY5_078,RY5
256,31.4527,15.5335,0.0346,0.0417,8043.0325,3965.9018,2.028,1949.1719,1000.1719,RY5_078,RY5
125,18.2961,9.8289,0.0364,0.0489,2282.4588,1222.4919,1.8671,350,1498,RY5_081,RY5
357,21.5123,8.532,0.0364,0.0489,7666.8707,3028.4607,2.5316,510.7031,155.5826,RY5_081,RY5
154,18.1019,7.1116,0.0364,0.0489,2782.0734,1087.6509,2.5579,1129.8247,750.1818,RY5_081,RY5
129,18.9509,6.8124,0.0364,0.0489,2439.9626,872.4908,2.7965,1294.9147,191.9845,RY5_081,RY5
200,23.8478,9.3472,0.0364,0.0489,4762.2707,1859.6527,2.5608,1460.99,686.17,RY5_081,RY5
631,23.2957,8.394,0.0364,0.0489,14676.5745,5265.7335,2.7872,1591.1569,470.7401,RY5_081,RY5
92,19.4238,7.9223,0.0244,0.0319,1784.7401,725.9203,2.4586,187.5,363,RY5_082,RY5
300,29.5628,13.1156,0.0244,0.0319,8861.496,3925.1056,2.2576,382.4667,176.6333,RY5_082,RY5
427,19.3529,8.8038,0.0244,0.0319,8253.2548,3745.6007,2.2035,1159.1124,1412.6674,RY5_082,RY5
249,18.4107,8.9884,0.0244,0.0319,4578.1928,2230.1712,2.0528,1679.0361,909.3855,RY5_082,RY5
366,13.6916,9.4064,0.0244,0.0319,5002.1806,3431.053,1.4579,2011.3579,13.7623,RY5_082,RY5
219,40.4464,18.2504,0.0256,0.0295,8852.1613,3990.3937,2.2184,182.6575,942.2694,RY5_083,RY5
439,40.8701,22.5779,0.0256,0.0295,17930.7632,9898.7609,1.8114,784.8018,233.0228,RY5_083,RY5
235,40.4898,21.5771,0.0256,0.0295,9509.0987,5063.7008,1.8779,1031.7319,1659.1617,RY5_083,RY5
139,43.2404,18.234,0.0256,0.0295,6006.8621,2530.4252,2.3739,1274.8489,926.8058,RY5_083,RY5
351,62.616,35.2946,0.0256,0.0295,21969.2321,12378.0691,1.7749,1668.3134,1033.245,RY5_083,RY5
243,16.9692,7.6733,0.0347,0.045,4115.0716,1853.6782,2.2199,459.7737,1252.6132,RY6_112,RY6
579,27.9808,12.9917,0.0347,0.045,16180.7751,7496.1417,2.1585,924.6339,1642.1675,RY6_112,RY6
442,82.7464,30.5195,0.0347,0.045,36558.5584,13469.729,2.7141,999.2647,783.9231,RY6_112,RY6
222,21.3806,7.6221,0.0347,0.045,4738.7924,1682.1267,2.8171,1301.6847,354.3919,RY6_112,RY6
128,20.9493,7.0201,0.0347,0.045,2677.0655,892.8155,2.9985,1601.5,299,RY6_112,RY6
317,103.3666,39.5466,0.0197,0.036,32760.9628,12524.8617,2.6157,345.7476,838.0284,RY6_113,RY6
330,104.5612,38.7957,0.0197,0.036,34498.7057,12790.7132,2.6972,470.3212,766.1303,RY6_113,RY6
566,110.3784,32.1874,0.0197,0.036,62463.03,18197.6783,3.4325,878.9293,54.4788,RY6_113,RY6
